Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh),Year,Month
2018-07-22,Calgary,16.54,23.01,8.7,0.08,1.07,1.89,0.08,0.002816,2018,7
2018-07-22,Winnipeg,21.54,28.1,14.96,0.47,1.9,2.68,1.4,0.0024948396,2018,7
2018-07-24,Halifax,20.41,25.55,17.37,26.74,1.54,2.55,0.76,0.0004533804,2018,7
2018-07-28,Montreal,15.42,19.45,12.83,22.54,2.08,3.32,0.43,0.0001227115999999,2018,7
2018-08-01,Winnipeg,5.52,10.79,2.45,22.22,3.41,5.07,2.47,1.91664e-05,2018,8
2018-08-07,Halifax,-9.33,-7.27,-11.34,22.89,4.11,5.68,2.22,4.5056000000000005e-06,2018,8
2018-08-12,Hamilton,-6.62,-4.89,-7.88,27.3,4.37,6.75,2.3,3.4073600000000005e-05,2018,8
2018-08-13,Quebec City,-4.17,-1.65,-10.34,20.86,4.77,7.27,1.83,5.03756e-05,2018,8
2018-08-17,Montreal,8.33,12.75,1.66,21.0,4.36,6.47,1.82,5.421240000000001e-05,2018,8
2018-08-19,Edmonton,3.11,9.83,-2.92,0.45,2.97,3.62,2.02,0.0024618176,2018,8
2018-08-20,Montreal,7.04,16.11,-3.12,0.0,1.51,2.28,0.53,0.0025682624,2018,8
2018-08-21,Montreal,8.67,17.06,-1.73,0.0,1.98,2.83,1.05,0.0028726016,2018,8
2018-08-22,Montreal,15.17,22.35,7.45,0.08,1.58,2.58,0.25,0.0026701004,2018,8
2018-08-22,Edmonton,17.58,25.04,7.98,0.01,1.44,2.52,0.04,0.0030384683999999,2018,8
2018-08-22,Quebec City,18.51,26.62,9.26,0.0,1.69,2.77,0.38,0.00292259,2018,8
2018-08-23,Ottawa,15.84,21.46,9.03,0.01,2.0,2.61,1.62,0.00254144,2018,8
2018-08-23,Quebec City,18.24,23.79,12.35,0.88,1.81,2.35,1.14,0.0026223296,2018,8
2018-08-23,Hamilton,17.43,20.86,14.79,23.9,2.73,3.92,1.94,6.65676e-05,2018,8
2018-08-24,Calgary,11.89,18.66,5.55,0.22,1.98,2.45,1.21,0.0028939723999999,2018,8
2018-08-24,Winnipeg,15.22,22.74,5.94,0.2,2.19,2.9,1.56,0.0030972524,2018,8
2018-08-24,Hamilton,19.3,24.97,10.4,0.15,1.39,1.64,0.78,0.0029441456,2018,8
2018-08-24,Halifax,20.02,26.34,12.75,0.0,1.59,2.21,0.73,0.0033074316,2018,8
2018-08-25,Toronto,21.03,28.03,13.3,0.0,1.31,2.09,0.6,0.0030898736,2018,8
2018-08-25,Vancouver,22.27,31.13,15.04,0.05,1.37,2.66,0.52,0.0029369516,2018,8
2018-08-25,Montreal,21.84,29.95,13.45,0.09,1.8,2.71,0.93,0.0026019884,2018,8
2018-08-25,Calgary,23.44,29.17,16.32,0.36,3.07,4.05,1.58,0.0025214156,2018,8
2018-08-25,Ottawa,17.75,21.29,13.94,0.16,2.45,3.55,1.08,0.0027113899999999,2018,8
2018-08-25,Quebec City,16.51,21.8,11.13,0.33,1.73,2.48,0.35,0.00285131,2018,8
2018-08-25,Winnipeg,18.9,27.81,10.61,0.0,1.05,2.11,0.13,0.0030238604,2018,8
2018-08-25,Hamilton,21.09,28.49,13.05,0.0,1.4,2.22,0.69,0.0029441456,2018,8
2018-08-26,Calgary,19.61,29.26,11.37,2.05,1.39,2.19,0.73,0.0032391216,2018,8
2018-08-26,Winnipeg,20.7,29.21,12.27,0.43,1.47,1.93,0.73,0.0029082636,2018,8
2018-08-26,Hamilton,21.61,28.86,13.33,0.0,1.4,2.34,0.45,0.0029154224,2018,8
2018-08-27,Ottawa,20.78,27.68,13.18,0.49,1.31,2.1,0.6,0.0026495743999999,2018,8
2018-08-27,Edmonton,21.4,26.9,14.48,0.0,1.78,2.41,0.8,0.0024816044,2018,8
2018-08-30,Winnipeg,20.4,23.5,17.27,28.04,1.79,3.42,1.15,0.0001140524,2018,8
2018-08-31,Toronto,19.87,23.62,16.75,23.13,2.02,4.3,1.02,0.0001457456,2018,8
2018-09-06,Quebec City,7.49,9.84,3.37,25.59,3.29,4.46,2.12,6.48e-06,2018,9
2018-09-19,Winnipeg,2.71,5.38,0.34,20.41,2.15,3.15,0.5,2.8275199999999997e-05,2018,9
2018-09-23,Vancouver,4.26,7.66,1.16,20.77,3.64,4.83,2.1,1.6588799999999996e-05,2018,9
2018-09-23,Calgary,1.98,4.64,0.52,27.21,4.43,5.84,2.71,1.8e-05,2018,9
2018-09-25,Hamilton,6.28,9.04,2.89,41.61,2.66,3.66,1.25,6.45248e-05,2018,9
2018-09-26,Montreal,6.5,8.67,5.41,31.81,3.18,4.34,2.36,7.2e-05,2018,9
2018-09-28,Quebec City,15.01,15.96,13.22,21.6,2.54,3.9,1.71,6.727999999999999e-05,2018,9
2018-09-30,Montreal,15.11,20.84,8.93,0.02,1.73,2.37,1.08,0.00247808,2018,9
2018-10-01,Halifax,20.73,27.04,17.16,25.1,1.45,2.63,0.6,0.0002402432,2018,10
2018-10-04,Montreal,15.07,16.1,13.82,56.11,3.49,3.86,2.56,4.30592e-05,2018,10
2018-10-06,Winnipeg,20.81,27.19,15.84,20.4,2.06,3.22,1.08,0.0002899232,2018,10
2018-10-07,Vancouver,20.31,23.48,17.64,20.99,2.51,3.9,1.21,0.0001059968,2018,10
2018-10-13,Halifax,6.97,9.61,5.88,29.08,2.12,3.36,0.32,9.3312e-06,2018,10
2018-10-14,Toronto,8.02,11.18,4.44,47.29,4.55,6.5,2.87,4.2319999999999995e-05,2018,10
2018-10-14,Calgary,8.33,12.7,3.48,22.8,1.92,2.72,1.2,7.6832e-06,2018,10
2018-10-30,Hamilton,-0.37,1.0,-2.32,21.44,5.22,6.77,2.24,3.66368e-05,2018,10
2018-11-04,Winnipeg,14.8,19.1,10.07,20.04,2.74,3.47,2.3,8.080199999999999e-05,2018,11
2018-11-09,Quebec City,23.24,25.41,20.74,20.7,2.0,2.27,1.77,0.00039605,2018,11
2018-11-09,Hamilton,22.68,24.45,21.42,37.02,1.72,2.74,1.23,7.683200000000001e-05,2018,11
2018-11-27,Halifax,-24.2,-15.69,-33.77,0.25,2.37,3.62,1.16,7.527200000000001e-05,2018,11
2018-11-28,Edmonton,-25.68,-19.79,-33.47,0.42,2.82,4.86,1.58,0.0001280179999999,2018,11
2018-12-06,Quebec City,6.83,14.12,1.93,26.22,3.24,4.17,2.42,1.5488e-05,2018,12
2018-12-25,Montreal,11.38,15.41,8.23,20.04,2.78,3.43,2.09,6.0500000000000005e-06,2018,12
2018-12-25,Winnipeg,7.1,10.33,4.58,24.71,2.77,3.99,1.55,3.872e-06,2018,12
2018-12-26,Vancouver,8.06,9.85,5.86,33.92,1.79,3.75,0.3,3.5279999999999995e-06,2018,12
2019-01-02,Calgary,0.21,4.6,-5.94,36.07,3.47,5.45,1.43,1.058e-06,2019,1
2019-01-05,Winnipeg,-26.03,-19.75,-32.92,0.11,2.94,4.34,1.77,0.000236672,2019,1
2019-01-22,Winnipeg,21.85,25.49,18.61,21.6,1.96,2.51,1.15,5.848200000000001e-05,2019,1
2019-01-25,Ottawa,15.64,19.91,12.72,22.32,2.31,3.67,1.1,2.6912e-05,2019,1
2019-02-06,Montreal,1.7,6.08,-3.84,20.63,3.1,4.29,2.19,1.352e-06,2019,2
2019-02-15,Calgary,4.0,7.93,-1.63,25.28,4.3,5.96,2.15,2.0000000000000005e-05,2019,2
2019-02-24,Edmonton,20.02,23.17,17.46,26.98,2.59,3.67,1.67,7.9202e-05,2019,2
2019-02-26,Halifax,20.42,25.34,15.66,22.13,1.7,3.33,0.57,0.000233928,2019,2
2019-03-05,Calgary,18.71,22.2,15.84,28.93,1.71,2.16,1.24,5.491520000000001e-05,2019,3
2019-03-05,Ottawa,20.89,24.72,17.96,20.83,2.73,3.7,1.42,0.0001318688,2019,3
2019-03-07,Winnipeg,15.45,18.4,10.08,35.19,2.6,3.76,0.27,1.07648e-05,2019,3
2019-03-17,Toronto,-9.05,-4.49,-16.32,21.01,4.92,6.42,3.05,3.4848000000000005e-06,2019,3
2019-03-17,Ottawa,-28.74,-20.43,-36.92,0.0,1.77,3.03,0.1,0.0001889568,2019,3
2019-03-17,Halifax,-28.02,-20.21,-34.71,0.0,2.31,3.23,0.42,0.0002113568,2019,3
2019-03-18,Montreal,-24.86,-16.32,-34.27,0.02,3.32,4.4,2.38,0.00021632,2019,3
2019-03-25,Toronto,5.03,8.17,0.97,26.03,3.83,4.48,2.87,2.0995200000000005e-05,2019,3
2019-03-28,Halifax,15.43,20.09,10.95,21.56,2.67,5.25,1.17,0.00036992,2019,3
2019-04-06,Montreal,25.66,32.48,18.62,25.85,1.95,2.41,1.26,0.0007311488,2019,4
2019-04-06,Calgary,19.23,22.96,16.84,41.63,1.57,2.26,0.21,8.08992e-05,2019,4
2019-04-07,Hamilton,19.91,21.52,18.43,26.84,1.45,2.42,1.13,0.00019208,2019,4
2019-04-20,Toronto,-3.57,0.35,-11.87,20.53,7.07,9.52,2.88,5.644799999999999e-06,2019,4
2019-04-24,Montreal,-26.41,-18.31,-32.76,0.34,5.69,7.35,3.03,8.502080000000001e-05,2019,4
2019-04-24,Calgary,-28.53,-18.24,-40.79,0.37,2.82,3.51,2.13,0.0001678112,2019,4
2019-04-30,Calgary,-0.84,0.49,-2.96,27.02,3.86,6.19,1.37,2.8275199999999997e-05,2019,4
2019-05-02,Hamilton,9.62,14.15,6.0,22.41,4.21,5.87,2.88,0.0001465472,2019,5
2019-05-10,Edmonton,23.86,28.71,19.07,21.32,0.99,2.42,0.16,0.0005752832,2019,5
2019-05-11,Toronto,19.15,22.5,15.62,21.17,1.96,3.06,1.18,0.0004476032,2019,5
2019-05-13,Toronto,18.72,25.07,14.72,21.41,1.12,1.57,0.61,0.0001889568,2019,5
2019-05-18,Hamilton,13.96,17.71,9.47,22.05,1.34,2.96,0.29,2.592e-05,2019,5
2019-05-26,Toronto,1.93,3.08,-0.3,23.3,3.23,4.32,1.74,3.92e-06,2019,5
2019-06-07,Quebec City,2.68,10.83,-6.01,0.02,2.29,3.38,1.57,0.0024486703999999,2019,6
2019-06-08,Toronto,7.21,14.93,0.01,0.08,1.44,2.74,0.17,0.0025481324,2019,6
2019-06-09,Vancouver,14.47,20.98,5.16,0.01,1.58,2.12,0.73,0.00267696,2019,6
2019-06-10,Calgary,19.68,26.03,12.33,0.03,1.51,2.27,0.81,0.0026291276,2019,6
2019-06-11,Vancouver,19.38,23.2,15.01,28.37,3.32,4.82,1.55,0.0001555136,2019,6
2019-06-11,Ottawa,12.94,19.07,6.12,0.0,2.18,2.6,1.35,0.0030751423999999,2019,6
2019-06-11,Edmonton,15.63,22.74,7.8,0.0,2.01,2.48,1.32,0.0028230444,2019,6
2019-06-11,Quebec City,18.05,26.26,9.43,0.01,1.38,2.08,0.71,0.0029082636,2019,6
2019-06-11,Hamilton,21.1,28.98,13.95,0.01,1.02,2.38,0.19,0.0029441456,2019,6
2019-06-12,Vancouver,20.6,24.26,14.5,34.85,1.92,3.02,1.21,0.0001029996,2019,6
2019-06-13,Toronto,14.04,18.84,8.83,0.18,1.83,2.74,0.99,0.0031268556,2019,6
2019-06-13,Hamilton,20.95,26.09,15.23,39.11,2.96,4.11,1.92,0.00029744,2019,6
2019-06-14,Calgary,16.02,21.99,8.87,0.09,1.73,2.33,0.27,0.0028726016,2019,6
2019-06-14,Quebec City,18.06,24.68,10.1,0.16,1.57,2.35,0.41,0.003179,2019,6
2019-06-14,Winnipeg,19.91,25.66,12.52,0.23,1.58,2.38,0.35,0.0029441456,2019,6
2019-06-15,Vancouver,23.01,29.03,17.69,24.62,1.07,1.35,0.34,0.0014955116,2019,6
2019-06-15,Edmonton,21.24,25.25,17.82,21.06,2.69,5.0,1.05,0.0001154736,2019,6
2019-06-16,Ottawa,19.44,25.08,13.21,0.01,1.77,2.27,1.09,0.00254144,2019,6
2019-06-16,Quebec City,19.29,25.28,12.92,1.22,1.49,2.09,0.82,0.0025147584,2019,6
2019-06-16,Winnipeg,19.5,25.43,13.56,0.2,1.11,2.04,0.12,0.00254144,2019,6
2019-06-18,Edmonton,20.77,23.68,18.34,45.03,1.64,2.41,0.15,1.91664e-05,2019,6
2019-07-03,Calgary,-26.09,-21.48,-32.94,0.12,6.26,9.21,3.82,3.971e-05,2019,7
2019-07-03,Ottawa,-29.2,-21.44,-36.54,0.15,3.0,4.21,1.47,4.13996e-05,2019,7
2019-07-04,Ottawa,1.13,2.98,-3.5,0.35,13.62,17.18,7.55,7.208960000000001e-05,2019,7
2019-07-05,Ottawa,1.22,2.77,-1.76,0.15,9.33,11.01,7.59,4.851e-05,2019,7
2019-07-09,Toronto,-25.01,-19.09,-33.4,0.2,6.12,8.22,4.53,0.0004997036,2019,7
2019-07-14,Montreal,4.53,7.79,0.99,20.91,7.45,10.73,0.6,8.747640000000002e-05,2019,7
2019-07-15,Hamilton,5.73,12.19,0.0,0.01,4.43,5.77,1.19,0.0024882176,2019,7
2019-07-16,Toronto,6.18,13.0,-2.57,1.04,3.27,4.62,2.2,0.00250811,2019,7
2019-07-16,Montreal,11.44,17.13,4.79,0.07,2.12,3.51,0.15,0.0026701004,2019,7
2019-07-18,Hamilton,13.41,18.16,5.99,1.96,3.2,7.15,0.72,0.00264275,2019,7
2019-07-19,Ottawa,14.62,19.5,9.39,0.88,3.47,4.87,1.42,0.0025548336,2019,7
2019-07-20,Montreal,15.91,22.25,6.22,0.01,3.24,4.45,1.34,0.0033456896,2019,7
2019-07-20,Ottawa,18.99,25.6,10.84,0.13,6.25,7.88,4.3,0.0028019376,2019,7
2019-07-20,Quebec City,17.07,22.44,8.45,0.02,2.67,4.53,0.24,0.0025014704,2019,7
2019-07-20,Winnipeg,18.39,23.91,11.93,0.92,2.69,3.3,1.86,0.0026701004,2019,7
2019-07-21,Vancouver,18.64,24.93,10.47,0.21,2.33,3.56,0.27,0.0027739184,2019,7
2019-07-21,Montreal,20.45,26.55,12.71,0.11,5.06,6.46,3.35,0.0026495743999999,2019,7
2019-07-21,Ottawa,19.13,24.21,13.62,7.27,3.29,5.82,0.31,0.0028442303999999,2019,7
2019-07-21,Hamilton,20.41,26.37,12.24,0.03,3.29,5.25,2.6,0.0028300976,2019,7
2019-07-22,Vancouver,17.04,23.75,8.51,0.08,3.13,4.59,1.56,0.0025682624,2019,7
2019-07-22,Montreal,20.26,27.04,12.28,0.25,2.48,3.22,1.93,0.0027529964,2019,7
2019-07-22,Calgary,21.28,28.58,13.33,0.11,3.08,5.57,1.17,0.0026907056,2019,7
2019-07-22,Ottawa,20.98,27.67,13.27,0.0,5.06,6.61,3.96,0.00264275,2019,7
2019-07-22,Winnipeg,14.71,16.68,11.51,31.78,3.97,7.39,1.56,6.65676e-05,2019,7
2019-07-23,Edmonton,13.86,15.86,12.03,62.19,9.49,13.43,6.72,0.0004590476,2019,7
2019-07-23,Winnipeg,17.96,24.18,9.47,0.02,2.48,3.26,1.84,0.0025347563999999,2019,7
2019-07-23,Hamilton,20.14,26.82,12.39,0.04,3.36,4.72,2.44,0.0024749999999999,2019,7
2019-07-24,Halifax,13.64,16.83,8.37,20.79,4.55,7.65,1.89,0.0002071916,2019,7
2019-08-05,Montreal,-27.77,-23.21,-33.75,0.22,5.03,5.76,4.26,5.227640000000001e-05,2019,8
2019-08-14,Edmonton,-10.24,-2.92,-16.49,0.73,10.93,12.19,7.85,0.0004908463999999,2019,8
2019-08-14,Halifax,2.84,6.91,-1.19,0.12,8.74,14.25,3.99,0.0004449456,2019,8
2019-08-17,Edmonton,0.71,1.89,-2.71,4.5,10.27,15.59,2.84,5.421240000000001e-05,2019,8
2019-08-21,Ottawa,7.75,15.03,0.35,0.01,4.84,5.87,3.87,0.0026564076,2019,8
2019-08-21,Edmonton,7.58,14.9,-1.47,0.01,4.08,5.45,3.1,0.0027669356,2019,8
2019-08-21,Quebec City,9.14,16.18,-0.03,0.09,5.31,7.27,3.13,0.0027669356,2019,8
2019-08-21,Winnipeg,9.15,16.13,0.91,0.12,5.66,7.05,3.7,0.00260876,2019,8
2019-08-21,Hamilton,10.28,17.12,1.45,0.32,5.1,6.83,3.44,0.0025817264,2019,8
2019-08-22,Vancouver,5.17,12.44,-2.96,1.18,3.99,5.02,2.86,0.0030825035999999,2019,8
2019-08-22,Montreal,8.82,16.93,-0.6,0.0,5.49,7.54,3.44,0.0030531116,2019,8
2019-08-22,Calgary,10.89,19.21,0.35,0.09,4.91,6.53,3.47,0.0029297664,2019,8
2019-08-22,Ottawa,13.15,21.23,3.26,0.04,6.16,8.8,3.78,0.0030604464,2019,8
2019-08-22,Edmonton,14.34,22.75,4.82,0.04,5.04,7.59,2.83,0.0030020144,2019,8
2019-08-22,Quebec City,16.09,24.27,5.92,0.0,2.65,3.61,1.16,0.0029513484,2019,8
2019-08-23,Montreal,9.87,14.95,5.14,0.38,4.9,8.35,2.48,0.0028300976,2019,8
2019-08-24,Vancouver,18.89,25.41,12.03,1.12,4.99,7.68,2.63,0.0024948396,2019,8
2019-08-24,Montreal,20.2,26.45,14.27,0.12,4.33,6.93,1.96,0.0025147584,2019,8
2019-08-25,Halifax,19.23,25.86,10.3,1.44,2.43,3.78,1.37,0.0027321536,2019,8
2019-08-26,Vancouver,21.65,28.42,14.74,0.33,3.62,5.4,1.26,0.0030751423999999,2019,8
2019-08-26,Montreal,22.73,30.47,14.06,0.33,2.36,3.72,0.89,0.0029154224,2019,8
2019-08-26,Calgary,24.4,31.48,16.76,0.05,3.65,5.95,1.1,0.00310464,2019,8
2019-08-26,Ottawa,18.96,23.07,16.14,21.3,3.68,5.9,1.2,0.0001441484,2019,8
2019-08-26,Winnipeg,21.7,28.2,13.12,0.01,2.28,3.91,1.34,0.0027321536,2019,8
2019-08-27,Vancouver,17.66,24.52,8.66,0.01,2.74,4.6,0.75,0.0029369516,2019,8
2019-08-27,Montreal,15.05,21.36,9.95,0.08,3.64,5.08,1.56,0.0028797163999999,2019,8
2019-08-27,Ottawa,25.46,33.06,16.88,0.14,2.99,5.45,0.57,0.0026975916,2019,8
2019-08-27,Halifax,20.0,25.95,13.64,0.67,3.99,5.32,1.77,0.0025884716,2019,8
2019-08-28,Montreal,15.8,20.68,12.41,25.13,8.33,12.13,4.39,0.0003279276,2019,8
2019-08-29,Edmonton,18.02,24.71,9.37,0.0,3.61,6.12,1.03,0.0024684044,2019,8
2019-09-09,Halifax,-0.33,2.5,-3.73,0.01,7.76,10.43,6.47,1.4796800000000002e-05,2019,9
2019-09-17,Quebec City,1.23,4.4,-4.3,0.15,12.1,16.29,7.54,0.0001167392,2019,9
2019-09-23,Quebec City,7.46,12.92,-0.07,0.21,9.84,13.34,3.5,0.00078408,2019,9
2019-09-23,Halifax,5.37,10.1,-4.43,0.15,9.87,12.41,2.95,0.0004917248,2019,9
2019-09-26,Hamilton,12.26,16.55,5.32,0.12,9.87,11.6,7.68,0.0011712799999999,2019,9
2019-09-28,Toronto,5.78,8.81,1.65,28.74,5.96,7.89,3.13,0.00010952,2019,9
2019-09-28,Montreal,6.15,8.2,3.29,29.49,7.51,9.73,6.15,6.272e-05,2019,9
2019-09-29,Halifax,18.66,23.66,14.61,21.7,3.75,6.19,1.49,0.0008421408,2019,9
2019-10-05,Vancouver,17.15,22.06,11.07,24.6,3.63,6.75,0.94,0.00061952,2019,10
2019-10-07,Ottawa,12.88,14.61,11.19,29.39,7.66,9.34,5.3,0.0001663488,2019,10
2019-10-11,Ottawa,6.97,9.73,3.56,23.78,4.64,6.93,1.48,8e-06,2019,10
2019-10-17,Halifax,-16.45,-14.14,-18.16,0.71,8.4,9.49,7.38,7.068799999999999e-06,2019,10
2019-10-18,Toronto,-18.1,-17.02,-18.7,0.84,7.13,7.42,6.64,7.068799999999999e-06,2019,10
2019-10-18,Quebec City,-13.72,-11.45,-16.21,0.26,8.66,9.42,7.5,1.8e-05,2019,10
2019-10-21,Winnipeg,-22.03,-15.46,-33.08,0.01,5.1,6.37,2.65,4.76288e-05,2019,10
2019-10-23,Montreal,-0.97,2.02,-4.02,0.0,7.56,9.61,6.57,5.080320000000001e-05,2019,10
2019-10-23,Edmonton,-2.59,0.07,-6.01,0.57,9.82,11.75,7.7,8.817920000000001e-05,2019,10
2019-10-24,Hamilton,-1.27,2.55,-5.09,0.0,7.74,9.75,6.49,0.000128,2019,10
2019-11-03,Halifax,11.43,13.79,8.62,35.29,11.16,18.94,6.08,1.62e-05,2019,11
2019-11-09,Halifax,16.5,20.48,9.62,25.84,4.47,9.93,1.17,0.0005832,2019,11
2019-11-16,Halifax,5.05,7.65,0.74,5.73,8.42,10.25,6.63,1.5488e-05,2019,11
2019-11-18,Edmonton,7.48,13.59,2.39,8.41,8.14,14.63,3.44,2.3328e-05,2019,11
2019-11-19,Calgary,2.36,9.54,-5.78,1.65,7.55,15.61,2.56,1.1858e-05,2019,11
2019-11-25,Hamilton,-29.4,-26.72,-31.48,0.04,2.96,5.41,1.45,2.0402e-05,2019,11
2019-11-25,Halifax,-28.69,-23.98,-31.19,0.09,4.48,5.54,2.64,1.9208000000000003e-05,2019,11
2019-12-02,Vancouver,-11.67,-8.57,-14.21,5.65,8.73,9.69,6.74,9.3312e-05,2019,12
2019-12-12,Vancouver,9.98,11.33,7.86,37.46,8.26,9.95,5.29,8.2418e-05,2019,12
2019-12-12,Montreal,10.52,14.47,6.86,7.61,11.86,14.1,9.72,0.0002112499999999,2019,12
2019-12-15,Halifax,19.59,24.17,16.0,20.61,2.82,5.82,0.44,0.000596232,2019,12
2019-12-31,Edmonton,-4.18,1.08,-8.69,2.62,10.06,12.68,4.42,4.418e-06,2019,12
2020-01-04,Montreal,-3.02,2.02,-13.5,1.52,9.51,14.13,4.31,2.5088000000000008e-05,2020,1
2020-01-04,Halifax,-29.37,-27.32,-33.15,1.23,2.91,4.15,1.36,4.1472e-05,2020,1
2020-01-05,Toronto,-27.53,-25.06,-32.92,1.04,1.68,3.31,0.57,3.92e-05,2020,1
2020-01-05,Vancouver,-29.65,-23.97,-36.39,0.22,3.03,3.67,1.87,5.3138e-05,2020,1
2020-01-05,Edmonton,-29.01,-23.62,-32.71,0.09,2.89,6.06,0.21,6.845000000000001e-05,2020,1
2020-01-07,Quebec City,-26.45,-19.52,-33.82,0.03,3.34,4.78,1.45,0.000249218,2020,1
2020-01-18,Edmonton,10.01,12.04,7.06,32.63,6.21,8.9,1.73,3.0752e-05,2020,1
2020-01-31,Calgary,4.71,12.87,-1.17,0.39,7.88,15.2,1.58,1.8818e-05,2020,1
2020-02-08,Calgary,-30.42,-26.4,-37.4,0.44,3.21,3.8,2.48,1.62e-05,2020,2
2020-02-08,Ottawa,-38.57,-32.69,-42.46,0.05,3.47,4.43,2.0,2.7378000000000005e-05,2020,2
2020-02-08,Edmonton,-37.45,-32.36,-42.71,0.12,2.79,3.84,0.53,3.3282000000000004e-05,2020,2
2020-02-08,Quebec City,-28.54,-26.15,-33.31,2.67,4.63,6.63,1.58,1.8432e-05,2020,2
2020-02-08,Winnipeg,-28.27,-25.32,-33.57,1.02,5.27,7.31,3.64,2.5992e-05,2020,2
2020-02-08,Hamilton,-30.55,-25.64,-35.63,0.12,3.41,5.62,0.43,3.4322000000000015e-05,2020,2
2020-02-11,Toronto,-4.16,0.3,-10.44,0.85,9.38,13.08,6.91,4.620800000000001e-05,2020,2
2020-02-13,Montreal,-0.77,1.6,-3.19,0.19,7.85,13.67,1.2,0.000235298,2020,2
2020-02-21,Montreal,5.53,7.04,2.68,32.96,6.79,8.43,3.15,4.6818000000000005e-05,2020,2
2020-02-22,Halifax,7.15,9.91,5.12,26.27,5.44,6.68,3.63,0.000125,2020,2
2020-02-25,Montreal,14.35,17.78,9.89,26.9,4.68,6.24,2.11,6.6248e-05,2020,2
2020-03-16,Edmonton,-1.88,2.52,-8.21,0.22,8.54,15.32,4.74,1.89728e-05,2020,3
2020-03-16,Quebec City,-2.97,0.11,-7.97,0.08,10.5,13.81,4.75,4.45568e-05,2020,3
2020-03-18,Calgary,-28.05,-24.96,-33.03,0.16,2.69,4.32,1.17,0.0001371168,2020,3
2020-03-18,Ottawa,-29.5,-23.04,-34.48,0.02,1.36,2.55,0.33,0.0001438208,2020,3
2020-03-18,Edmonton,-31.58,-24.49,-36.67,0.06,4.77,6.58,3.18,0.0001692799999999,2020,3
2020-03-18,Quebec City,-30.58,-24.99,-35.09,0.04,7.05,9.0,5.34,0.0001663488,2020,3
2020-03-18,Winnipeg,-29.68,-26.33,-32.61,0.17,5.59,7.58,3.54,0.0001648928,2020,3
2020-03-19,Hamilton,1.44,3.67,-2.5,0.08,9.43,11.46,7.02,9.68832e-05,2020,3
2020-03-23,Calgary,2.95,9.14,-3.31,4.58,6.91,14.55,2.09,0.0002113568,2020,3
2020-03-23,Ottawa,-7.27,-4.0,-10.57,0.46,12.81,15.55,6.82,0.0001984032,2020,3
2020-03-26,Vancouver,1.08,6.22,-5.03,22.49,2.08,2.87,1.3,0.001568,2020,3
2020-03-27,Calgary,7.81,10.7,4.3,11.31,8.8,10.68,7.11,5.325120000000001e-05,2020,3
2020-03-28,Ottawa,7.44,12.72,0.92,26.66,4.72,8.12,0.57,5.491520000000001e-05,2020,3
2020-04-19,Edmonton,-28.44,-25.88,-30.57,0.38,3.18,4.28,1.84,2.5347200000000004e-05,2020,4
2020-04-19,Quebec City,-28.9,-28.17,-29.92,1.17,2.03,2.88,1.32,2.1516800000000004e-05,2020,4
2020-04-19,Winnipeg,-34.07,-29.67,-37.35,0.49,2.62,4.07,1.44,3.39488e-05,2020,4
2020-04-19,Hamilton,-25.64,-22.89,-34.59,0.81,5.61,7.4,3.86,2.2044800000000003e-05,2020,4
2020-04-19,Halifax,-27.06,-21.91,-33.13,0.27,3.67,5.95,1.46,3.528000000000001e-05,2020,4
2020-04-20,Toronto,-28.46,-22.13,-33.57,0.39,2.81,4.27,1.86,2.9491199999999996e-05,2020,4
2020-04-20,Vancouver,-32.11,-27.15,-36.02,0.03,3.16,4.36,1.72,3.942720000000001e-05,2020,4
2020-04-20,Edmonton,-28.87,-25.69,-33.26,0.69,4.08,5.47,2.25,2.36672e-05,2020,4
2020-04-20,Quebec City,-31.43,-28.56,-34.32,0.11,1.93,3.07,0.29,2.2044800000000003e-05,2020,4
2020-04-20,Winnipeg,-29.79,-24.72,-35.89,0.18,4.25,5.91,2.77,2.7084800000000005e-05,2020,4
2020-04-22,Toronto,-23.92,-15.84,-32.81,0.08,4.33,5.21,3.36,7.2e-05,2020,4
2020-04-23,Montreal,-14.15,-1.54,-24.23,1.25,8.84,15.1,3.29,7.393280000000001e-05,2020,4
2020-04-23,Halifax,1.42,2.93,-1.63,0.08,9.03,13.79,5.28,5.491520000000001e-05,2020,4
2020-04-24,Montreal,2.77,6.34,-1.8,0.24,11.59,16.52,5.98,8.192e-05,2020,4
2020-04-26,Winnipeg,-3.57,0.0,-9.83,0.17,11.6,15.4,8.05,0.0003400832,2020,4
2020-04-30,Toronto,2.82,6.48,-2.07,0.05,10.95,13.67,8.06,0.0006055199999999,2020,4
2020-05-06,Quebec City,13.34,15.47,11.59,35.99,9.62,11.86,7.07,0.0001737248,2020,5
2020-05-23,Calgary,-12.0,-11.01,-13.88,0.49,8.76,9.77,6.53,1.43648e-05,2020,5
2020-05-25,Edmonton,-30.13,-26.65,-32.95,0.23,2.65,3.26,1.94,3.2e-05,2020,5
2020-05-25,Quebec City,-29.72,-27.02,-31.18,0.39,4.17,5.7,2.68,3.07328e-05,2020,5
2020-05-25,Winnipeg,-29.57,-25.11,-32.9,0.04,4.08,6.42,0.49,3.461120000000001e-05,2020,5
