Date,City,Solar Irradiance (W/m²),Sunlight Hours,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s)
2020-05-26,Halifax,1.04,0.008320000000000001,-11.43,-8.63,-14.0,0.07,3.57,5.65,2.48
2020-05-27,Toronto,1.02,0.00816,-11.25,-6.55,-13.93,0.0,4.38,5.92,3.03
2020-05-27,Vancouver,1.07,0.00856,-10.49,-7.55,-13.68,0.04,5.5,7.96,1.38
2020-05-27,Montreal,1.1,0.0088,-5.9,0.01,-11.19,0.03,4.22,5.44,3.17
2020-05-27,Calgary,0.98,0.00784,-5.44,-2.28,-9.18,0.0,3.75,5.52,0.45
2020-05-27,Ottawa,1.03,0.00824,-5.35,-2.21,-10.11,0.11,2.17,3.39,0.33
2020-05-27,Edmonton,0.8,0.0064,-10.06,-7.37,-11.45,0.02,1.62,2.55,0.58
2020-05-27,Quebec City,0.8,0.0064,-11.05,-8.95,-13.14,0.09,1.05,1.85,0.27
2020-05-27,Winnipeg,0.75,0.006,-10.74,-8.13,-12.55,0.09,2.75,5.99,0.12
2020-05-27,Hamilton,0.74,0.00592,-10.86,-6.93,-14.2,0.09,2.74,4.1,1.6
2020-05-27,Halifax,0.75,0.006,-8.71,-7.39,-10.53,1.55,2.63,3.99,0.22
2020-05-28,Toronto,0.98,0.00784,-7.63,-6.06,-9.35,1.1,1.82,3.33,0.35
2020-05-28,Vancouver,0.91,0.00728,-6.78,-4.25,-8.34,0.27,2.7,4.73,1.81
2020-05-28,Montreal,0.83,0.00664,-7.16,-3.87,-9.3,0.54,4.08,5.36,2.38
2020-05-28,Calgary,0.88,0.00704,-8.9,-5.85,-10.37,0.11,2.62,3.44,1.53
2020-05-28,Ottawa,1.18,0.009439999999999999,-9.58,-5.41,-13.1,0.03,3.24,4.98,1.8
2020-05-28,Edmonton,1.41,0.01128,-5.88,-2.37,-8.57,0.03,5.09,6.5,1.95
2020-05-28,Quebec City,1.16,0.00928,-1.11,0.97,-5.88,0.31,6.43,7.3,5.75
2020-05-28,Winnipeg,1.23,0.00984,0.17,1.89,-2.34,0.23,4.74,7.35,3.65
2020-05-28,Hamilton,1.33,0.01064,-2.92,0.7,-8.92,0.34,7.59,9.56,3.89
2020-05-28,Halifax,0.41,0.00328,-2.74,0.99,-8.06,1.75,5.94,9.3,3.2
2020-05-29,Toronto,1.25,0.01,-1.19,0.72,-4.92,3.03,5.84,7.47,3.27
2020-05-29,Vancouver,1.19,0.009519999999999999,-1.44,1.47,-6.24,2.3,5.67,8.38,3.25
2020-05-29,Montreal,1.26,0.01008,0.38,2.54,-3.51,0.3,8.36,13.4,2.55
2020-05-29,Calgary,0.51,0.00408,-11.16,-3.8,-16.74,1.3,4.23,5.84,2.72
2020-05-29,Ottawa,1.23,0.00984,-19.56,-16.7,-22.85,0.05,7.82,9.7,5.64
2020-05-29,Edmonton,1.33,0.01064,-17.08,-13.46,-23.19,0.26,5.89,8.45,4.0
2020-05-29,Quebec City,1.53,0.012240000000000001,-12.41,-8.64,-17.4,0.45,3.68,7.74,1.15
2020-05-29,Winnipeg,1.59,0.01272,-10.85,-9.59,-12.05,1.71,2.35,4.95,0.16
2020-05-29,Hamilton,1.63,0.01304,-18.27,-12.11,-23.06,1.43,4.54,6.92,0.56
2020-05-29,Halifax,1.46,0.01168,-15.91,-8.75,-23.13,0.55,6.06,8.79,3.85
2020-05-30,Toronto,1.58,0.01264,-1.29,1.19,-8.46,0.17,4.55,6.59,3.39
2020-05-30,Vancouver,1.77,0.01416,-2.02,1.54,-3.98,0.04,4.66,6.62,3.82
2020-05-30,Montreal,1.44,0.011519999999999999,-1.54,1.7,-5.63,0.3,5.96,9.18,4.66
2020-05-30,Calgary,1.68,0.013439999999999999,-0.87,2.44,-5.48,0.0,6.72,8.31,5.62
2020-05-30,Ottawa,1.92,0.015359999999999999,0.3,2.6,-2.11,4.01,4.8,9.03,0.61
2020-05-30,Edmonton,1.93,0.015439999999999999,-3.57,0.91,-6.1,0.33,4.38,5.63,2.68
2020-05-30,Quebec City,1.75,0.014,-3.63,0.23,-7.85,0.01,4.11,4.83,3.21
2020-05-30,Winnipeg,1.86,0.01488,0.31,4.29,-2.6,0.02,6.5,9.56,4.01
2020-05-30,Hamilton,2.05,0.016399999999999998,-0.79,3.17,-4.19,0.0,6.97,8.81,5.58
2020-05-30,Halifax,1.88,0.01504,-0.33,1.94,-3.47,0.3,4.97,6.52,3.25
2020-05-31,Toronto,2.06,0.01648,-2.26,3.81,-11.36,0.04,8.23,12.56,3.35
2020-05-31,Vancouver,2.25,0.018,-8.5,-2.88,-12.4,0.01,2.54,5.0,0.42
2020-05-31,Montreal,2.06,0.01648,-7.9,-3.08,-10.59,0.02,2.22,4.41,0.28
2020-05-31,Calgary,2.19,0.01752,-2.37,3.86,-7.65,0.11,5.1,7.21,3.28
2020-05-31,Ottawa,2.57,0.02056,-1.68,2.34,-5.06,0.24,6.9,9.48,4.97
2020-05-31,Edmonton,1.93,0.015439999999999999,-6.5,-2.56,-9.18,0.91,4.04,6.08,2.67
2020-05-31,Quebec City,2.36,0.018879999999999997,-5.03,1.07,-10.24,2.92,5.22,8.05,3.29
2020-05-31,Winnipeg,2.63,0.02104,-10.54,-6.74,-14.37,1.14,4.03,6.73,2.37
2020-05-31,Hamilton,2.74,0.021920000000000002,-19.31,-15.19,-24.43,0.21,5.43,6.71,4.23
2020-05-31,Halifax,2.82,0.02256,-25.13,-22.83,-28.21,0.36,4.51,5.0,3.85
2020-06-01,Toronto,2.8,0.0308,-23.36,-19.76,-25.46,0.21,3.84,4.52,3.51
2020-06-01,Vancouver,3.25,0.03575,-21.14,-15.45,-27.59,0.04,4.59,7.83,1.45
2020-06-01,Montreal,2.59,0.028489999999999998,-12.39,-7.1,-18.37,0.05,4.5,5.47,2.79
2020-06-01,Calgary,2.84,0.031239999999999997,-10.85,-6.65,-14.06,0.59,2.58,4.43,0.35
2020-06-01,Ottawa,3.42,0.03762,-10.93,-4.47,-15.63,0.01,4.08,4.8,2.25
2020-06-01,Edmonton,2.7,0.0297,-13.19,-11.01,-15.06,2.57,5.09,6.43,3.94
2020-06-01,Quebec City,2.89,0.03179,-9.17,-4.17,-15.57,0.17,4.0,4.45,3.43
2020-06-01,Winnipeg,2.98,0.032780000000000004,-1.9,4.28,-5.78,0.31,6.84,9.35,4.56
2020-06-01,Hamilton,3.39,0.037290000000000004,-3.95,0.67,-7.88,0.81,5.52,8.29,2.9
2020-06-01,Halifax,3.47,0.03817,-10.39,-7.38,-14.84,0.47,4.6,6.08,2.98
2020-06-02,Toronto,3.43,0.03773000000000001,-15.54,-12.68,-18.44,0.37,4.71,6.54,3.58
2020-06-02,Vancouver,3.61,0.03971,-14.47,-12.06,-17.28,0.63,5.53,6.81,3.96
2020-06-02,Montreal,3.7,0.0407,-11.52,-5.9,-16.07,0.26,5.69,7.64,3.23
2020-06-02,Calgary,3.61,0.03971,-14.62,-11.78,-17.56,0.34,6.11,6.86,5.35
2020-06-02,Ottawa,3.41,0.03751,-12.35,-6.42,-18.1,0.15,7.17,9.08,5.36
2020-06-02,Edmonton,3.25,0.03575,-10.24,-6.06,-14.4,0.57,5.47,6.25,3.37
2020-06-02,Quebec City,4.0,0.044,-9.72,-6.8,-12.46,0.81,3.09,4.18,2.38
2020-06-02,Winnipeg,3.67,0.04037,-8.39,-4.63,-11.8,0.28,4.08,4.79,3.15
2020-06-02,Hamilton,3.41,0.03751,-7.89,-3.9,-10.27,1.63,4.84,5.73,2.87
2020-06-02,Halifax,4.36,0.04796,-7.3,-0.2,-13.08,0.08,4.33,6.81,1.8
2020-06-03,Toronto,4.19,0.04609,-4.12,1.71,-9.55,0.05,2.98,3.85,1.56
2020-06-03,Vancouver,4.66,0.05126,-1.78,3.9,-7.69,0.02,4.21,6.17,0.64
2020-06-03,Montreal,4.72,0.051919999999999994,-0.98,7.83,-7.87,0.0,4.2,5.51,2.85
2020-06-03,Calgary,4.02,0.044219999999999995,0.67,7.27,-6.5,0.0,2.48,5.08,0.32
2020-06-03,Ottawa,4.39,0.04829,1.0,8.08,-3.21,0.0,2.25,3.42,0.62
2020-06-03,Edmonton,4.52,0.04972,-0.15,5.66,-4.59,0.0,2.59,5.01,0.59
2020-06-03,Quebec City,4.86,0.05346000000000001,-3.53,0.48,-5.64,0.16,3.07,5.19,1.73
2020-06-03,Winnipeg,4.67,0.05137,1.25,11.24,-6.72,0.0,4.47,6.15,1.22
2020-06-03,Hamilton,4.86,0.05346000000000001,2.74,10.93,-2.2,0.02,3.0,5.64,0.78
2020-06-03,Halifax,4.9,0.05390000000000001,-1.85,2.44,-4.14,0.92,3.95,5.58,2.21
2020-06-04,Toronto,4.48,0.049280000000000004,-0.04,4.51,-3.2,1.49,4.3,5.73,2.44
2020-06-04,Vancouver,4.76,0.05236,-2.92,0.89,-7.91,0.13,3.81,5.54,1.98
2020-06-04,Montreal,5.24,0.05764,-6.16,-3.16,-8.23,0.08,3.98,6.01,0.89
2020-06-04,Calgary,5.28,0.05808,-2.75,3.28,-9.53,0.0,3.39,5.57,1.05
2020-06-04,Ottawa,4.79,0.05269,0.31,6.87,-4.22,0.25,3.43,5.13,1.23
2020-06-04,Edmonton,4.62,0.05082,-0.54,4.7,-3.51,0.23,5.47,6.5,3.87
2020-06-04,Quebec City,4.59,0.05048999999999999,1.45,10.6,-4.22,0.02,2.42,4.81,0.22
2020-06-04,Winnipeg,4.19,0.04609,2.1,7.72,-1.29,0.41,2.34,3.23,0.37
2020-06-04,Hamilton,4.57,0.05027,0.7,3.68,-2.73,2.41,3.0,5.13,0.52
2020-06-04,Halifax,4.26,0.04686,-1.12,3.37,-4.5,0.09,2.59,3.64,0.66
2020-06-05,Toronto,4.61,0.050710000000000005,-0.63,3.16,-4.65,0.33,3.44,6.09,2.09
2020-06-05,Vancouver,4.73,0.05203000000000001,0.43,5.73,-4.88,0.16,2.6,5.59,0.26
2020-06-05,Montreal,4.88,0.05368,2.94,11.66,-4.21,0.0,6.56,8.97,4.07
2020-06-05,Calgary,5.25,0.05775,6.87,17.42,-3.87,0.04,3.88,7.41,1.37
2020-06-05,Ottawa,5.58,0.06138,8.39,15.8,1.62,0.05,5.59,7.48,3.33
2020-06-05,Edmonton,5.51,0.060610000000000004,9.33,18.38,-1.13,0.0,5.25,7.54,3.56
2020-06-05,Quebec City,4.73,0.05203000000000001,7.02,12.15,1.68,0.25,5.27,9.02,1.37
2020-06-05,Winnipeg,1.36,0.014960000000000001,2.47,6.17,-0.47,9.39,2.84,4.59,1.53
2020-06-05,Hamilton,5.56,0.06116,4.39,10.93,-1.3,0.15,3.48,4.73,1.94
2020-06-05,Halifax,4.92,0.05412,4.61,10.76,-2.0,0.0,1.7,2.76,0.69
2020-06-06,Toronto,4.01,0.044109999999999996,3.92,9.33,-1.04,0.13,2.39,3.18,1.46
2020-06-06,Vancouver,5.64,0.06204,5.48,13.53,-2.98,0.01,3.64,5.22,1.92
2020-06-06,Montreal,6.08,0.06688000000000001,8.08,16.11,-1.34,0.49,3.61,7.26,0.22
2020-06-06,Calgary,3.6,0.039599999999999996,5.53,10.51,-0.21,2.38,5.31,9.04,0.66
2020-06-06,Ottawa,6.41,0.07051,5.24,12.54,-1.16,0.0,3.29,5.22,0.75
2020-06-06,Edmonton,3.37,0.03707,2.62,9.2,-3.33,0.15,4.59,6.21,2.7
2020-06-06,Quebec City,4.31,0.047409999999999994,0.74,6.52,-4.55,0.61,3.56,4.44,2.49
2020-06-06,Winnipeg,3.2,0.0352,-0.6,4.29,-5.02,0.21,3.42,4.49,2.71
2020-06-06,Hamilton,5.43,0.05973,3.39,10.27,-4.66,0.0,4.55,6.39,2.74
2020-06-06,Halifax,4.83,0.053130000000000004,7.04,13.37,-0.37,0.06,6.94,8.97,5.43
2020-06-07,Toronto,5.96,0.06556000000000001,8.55,15.21,2.81,1.72,3.2,6.5,0.65
2020-06-07,Vancouver,4.18,0.04597999999999999,7.1,12.33,0.67,0.97,4.8,7.63,1.85
2020-06-07,Montreal,5.31,0.05841,5.24,11.18,-1.75,2.13,3.51,6.62,1.64
2020-06-07,Calgary,6.12,0.06732,8.7,15.3,0.99,0.12,5.69,8.83,0.46
2020-06-07,Ottawa,6.9,0.07590000000000001,10.91,17.8,5.07,0.07,5.84,8.8,3.1
2020-06-07,Edmonton,6.54,0.07194,10.89,18.76,3.23,0.49,5.55,7.4,2.82
2020-06-07,Quebec City,6.67,0.07336999999999999,12.8,22.69,3.24,0.0,7.43,9.39,5.93
2020-06-07,Winnipeg,6.67,0.07336999999999999,15.9,27.55,4.33,0.01,5.26,7.52,3.05
2020-06-07,Hamilton,5.72,0.06291999999999999,15.8,22.04,10.45,0.43,4.23,8.16,1.88
2020-06-07,Halifax,6.14,0.06753999999999999,17.39,26.8,10.01,0.67,5.39,8.97,0.54
2020-06-08,Toronto,7.01,0.07711,19.37,28.47,10.11,0.0,5.57,8.66,1.13
2020-06-08,Vancouver,7.46,0.08206,15.56,23.67,7.83,0.01,7.58,10.08,5.17
2020-06-08,Montreal,5.2,0.0572,10.99,16.76,4.8,1.38,7.18,9.58,4.79
2020-06-08,Calgary,2.92,0.032119999999999996,11.21,17.14,5.4,1.1,5.74,7.09,4.1
2020-06-08,Ottawa,4.25,0.04675,11.35,15.31,7.01,2.39,1.75,3.56,0.7
2020-06-08,Edmonton,4.21,0.046310000000000004,12.74,15.98,8.5,2.23,1.02,1.43,0.32
2020-06-08,Quebec City,5.12,0.05632,13.21,17.62,7.5,2.16,1.25,2.16,0.32
2020-06-08,Winnipeg,5.0,0.055,13.17,18.47,7.78,1.29,2.51,3.24,1.18
2020-06-08,Hamilton,7.34,0.08074,15.09,22.65,7.54,0.1,2.06,4.15,0.51
2020-06-08,Halifax,7.59,0.08349,18.34,26.64,7.77,0.0,5.21,7.92,3.3
2020-06-09,Toronto,7.57,0.08327000000000001,18.48,27.01,9.65,0.0,5.8,7.66,3.69
2020-06-09,Vancouver,7.85,0.08635,20.03,28.72,10.33,0.0,5.55,7.92,3.65
2020-06-09,Montreal,7.17,0.07887,15.3,20.6,7.1,0.0,6.05,8.81,2.73
2020-06-09,Calgary,8.02,0.08821999999999999,12.84,20.25,5.43,0.2,4.7,7.14,2.1
2020-06-09,Ottawa,7.97,0.08767,12.0,19.84,2.8,0.25,4.38,6.43,2.62
2020-06-09,Edmonton,4.39,0.04829,16.67,26.36,7.81,0.03,4.52,7.09,2.42
2020-06-09,Quebec City,3.45,0.037950000000000005,16.85,24.39,10.35,7.01,2.02,3.61,0.85
2020-06-09,Winnipeg,4.1,0.045099999999999994,18.95,25.93,11.55,0.49,4.08,5.49,2.26
2020-06-09,Hamilton,3.86,0.04246,16.95,22.82,13.18,4.63,3.32,6.02,1.72
2020-06-09,Halifax,6.24,0.06863999999999999,15.26,20.93,8.82,0.51,6.03,9.26,2.73
2020-06-10,Toronto,6.57,0.07227,13.23,19.89,5.88,0.23,3.19,4.51,1.8
2020-06-10,Vancouver,4.55,0.050050000000000004,12.75,19.26,5.61,0.0,3.11,4.3,1.9
2020-06-10,Montreal,7.88,0.08668,15.44,22.41,6.47,0.01,3.54,5.62,2.64
2020-06-10,Calgary,6.77,0.07447,18.29,25.47,9.12,0.03,3.54,5.63,1.49
2020-06-10,Ottawa,6.53,0.07183,17.98,26.21,10.79,0.41,3.27,5.43,1.28
2020-06-10,Edmonton,6.02,0.06621999999999999,18.2,23.85,10.52,3.96,3.65,5.79,1.31
2020-06-10,Quebec City,6.17,0.06787,16.99,23.94,8.79,0.63,3.31,5.35,1.25
2020-06-10,Winnipeg,5.53,0.06083,16.06,21.87,8.99,3.11,3.7,8.04,2.63
2020-06-10,Hamilton,2.36,0.025959999999999997,14.15,19.14,8.18,0.37,5.35,8.54,2.38
2020-06-10,Halifax,7.39,0.08129,16.73,24.35,6.96,0.0,2.32,3.62,1.13
2020-06-11,Toronto,5.78,0.06358,17.99,23.26,11.68,0.05,3.86,4.77,3.05
2020-06-11,Vancouver,7.47,0.08217,20.92,28.01,13.45,0.07,3.27,4.45,0.84
2020-06-11,Montreal,6.68,0.07347999999999999,14.5,17.86,7.99,0.37,5.41,8.06,3.54
2020-06-11,Calgary,8.81,0.09691,16.05,24.48,5.08,0.0,3.04,5.25,1.32
2020-06-11,Ottawa,8.5,0.0935,20.58,28.79,10.89,0.0,2.87,4.3,1.47
2020-06-11,Edmonton,7.98,0.08778000000000001,21.36,30.01,11.24,0.23,5.0,6.32,3.03
2020-06-11,Quebec City,7.48,0.08228,22.55,30.73,14.02,0.06,5.97,7.4,4.5
2020-06-11,Winnipeg,6.75,0.07425,22.86,30.23,13.76,0.11,6.94,9.23,4.63
2020-06-11,Hamilton,6.08,0.06688000000000001,19.96,25.87,15.97,0.96,4.65,7.78,2.5
2020-06-11,Halifax,7.74,0.08514000000000001,21.77,28.9,13.2,0.02,2.05,5.67,0.09
2020-06-12,Toronto,4.84,0.053239999999999996,22.98,30.94,15.69,2.03,6.05,7.67,3.26
2020-06-12,Vancouver,1.36,0.014960000000000001,12.19,14.62,8.25,26.7,9.42,11.08,6.88
2020-06-12,Montreal,4.46,0.04905999999999999,12.95,18.65,7.87,13.67,6.91,10.4,0.86
2020-06-12,Calgary,5.14,0.05653999999999999,16.42,22.1,9.4,1.18,3.41,5.41,0.92
2020-06-12,Ottawa,4.94,0.054340000000000006,13.31,18.34,7.21,17.2,3.13,5.26,1.7
2020-06-12,Edmonton,1.08,0.01188,11.27,14.76,6.88,45.2,6.75,8.22,5.28
2020-06-12,Quebec City,2.89,0.03179,10.86,12.9,8.65,15.96,5.96,7.39,4.84
2020-06-12,Winnipeg,2.42,0.026619999999999998,9.09,11.12,7.15,6.97,5.24,8.27,0.18
2020-06-12,Hamilton,6.84,0.07524,12.79,18.1,5.3,0.28,3.56,5.34,1.11
2020-06-12,Halifax,7.35,0.08084999999999999,14.8,20.65,6.35,0.4,2.83,3.4,1.55
2020-06-13,Toronto,6.63,0.07293,16.63,21.43,9.95,0.15,2.1,2.92,1.19
2020-06-13,Vancouver,8.01,0.08811,18.68,24.36,9.78,0.09,2.46,3.16,1.17
2020-06-13,Montreal,6.68,0.07347999999999999,17.79,22.24,12.15,0.76,3.05,4.09,2.13
2020-06-13,Calgary,7.3,0.0803,19.34,24.4,12.57,2.37,2.06,2.65,1.09
2020-06-13,Ottawa,6.09,0.06699,19.2,22.67,14.19,1.43,2.02,2.91,0.44
2020-06-13,Edmonton,7.48,0.08228,20.27,24.95,14.52,0.65,2.15,3.51,0.68
2020-06-13,Quebec City,7.04,0.07744000000000001,20.04,25.89,13.86,2.16,3.06,4.75,1.92
2020-06-13,Winnipeg,6.87,0.07557,20.59,25.31,13.93,0.91,2.08,3.22,0.33
2020-06-13,Hamilton,4.61,0.050710000000000005,16.71,22.75,9.87,21.13,3.8,10.48,0.72
2020-06-13,Halifax,3.32,0.03652,11.47,13.75,8.09,4.71,8.4,12.65,5.74
2020-06-14,Toronto,2.67,0.02937,12.85,17.56,8.67,1.69,5.94,8.34,2.65
2020-06-14,Vancouver,5.85,0.06434999999999999,14.84,19.53,8.52,1.09,2.45,3.26,0.58
2020-06-14,Montreal,7.7,0.0847,18.12,23.81,9.46,0.01,2.29,3.04,1.36
2020-06-14,Calgary,6.44,0.07084,18.15,22.01,12.76,2.35,2.3,3.09,1.13
2020-06-14,Ottawa,7.49,0.08239,18.15,23.85,10.71,0.05,2.42,2.99,1.67
2020-06-14,Edmonton,6.85,0.07534999999999999,20.42,26.36,11.71,0.0,2.13,3.38,1.0
2020-06-14,Quebec City,6.76,0.07436,23.2,29.1,14.26,0.1,2.7,4.15,0.66
2020-06-14,Winnipeg,2.74,0.030140000000000004,17.69,20.86,11.45,1.25,4.36,5.68,2.72
2020-06-14,Hamilton,5.26,0.05786,15.9,21.48,10.37,0.24,2.44,3.46,0.87
2020-06-14,Halifax,5.16,0.056760000000000005,18.74,23.38,12.27,1.96,2.81,3.88,2.04
2020-06-15,Toronto,4.87,0.05357,17.54,22.05,14.07,3.0,4.18,5.5,3.01
2020-06-15,Vancouver,5.55,0.06105,18.26,23.34,13.76,0.15,4.15,6.11,0.9
2020-06-15,Montreal,4.45,0.04895,18.55,24.0,12.13,0.59,2.31,3.2,1.01
2020-06-15,Calgary,4.35,0.04785,18.35,21.99,14.85,0.74,4.16,5.92,2.42
2020-06-15,Ottawa,3.86,0.04246,16.79,21.82,13.78,23.8,5.3,7.42,1.99
2020-06-15,Edmonton,2.85,0.03135,15.4,20.07,11.92,7.68,6.59,8.81,2.52
2020-06-15,Quebec City,6.74,0.07414,18.15,23.69,10.17,0.02,2.66,3.95,0.4
2020-06-15,Winnipeg,5.72,0.06291999999999999,20.14,25.39,12.84,0.08,1.96,2.79,0.9
2020-06-15,Hamilton,6.47,0.07117,20.7,26.51,13.92,0.21,2.73,3.59,1.94
2020-06-15,Halifax,6.58,0.07238,21.29,26.57,15.52,0.46,2.18,3.6,0.95
2020-06-16,Toronto,6.37,0.07007,20.22,25.08,15.21,2.6,2.16,4.65,0.11
2020-06-16,Vancouver,6.11,0.06721,21.1,26.65,15.15,3.98,3.53,4.4,1.64
2020-06-16,Montreal,6.63,0.07293,18.76,23.19,12.31,0.37,4.5,7.16,0.54
2020-06-16,Calgary,2.61,0.02871,13.18,16.16,10.88,9.32,6.88,9.87,2.97
2020-06-16,Ottawa,3.33,0.03663,13.21,16.89,9.38,1.53,3.49,4.58,2.27
2020-06-16,Edmonton,4.59,0.05048999999999999,13.45,17.74,7.45,0.86,2.2,2.58,1.45
2020-06-16,Quebec City,5.76,0.06336,15.4,20.99,7.75,0.08,3.99,5.05,2.34
2020-06-16,Winnipeg,6.55,0.07204999999999999,19.26,26.34,11.73,13.71,3.58,5.64,1.13
2020-06-16,Hamilton,6.39,0.07028999999999999,18.65,23.06,13.51,0.44,2.23,2.9,1.4
2020-06-16,Halifax,6.95,0.07645,18.43,23.14,12.69,0.76,2.09,3.02,1.39
2020-06-17,Toronto,5.64,0.06204,18.54,23.8,13.23,0.38,4.2,5.93,1.5
2020-06-17,Vancouver,5.88,0.06468,17.09,22.36,11.95,0.03,4.51,6.36,2.71
2020-06-17,Montreal,6.73,0.07403000000000001,17.81,23.4,9.92,0.32,2.46,3.24,1.39
2020-06-17,Calgary,6.79,0.07469,17.7,23.62,10.81,0.07,2.34,3.12,1.22
2020-06-17,Ottawa,5.67,0.062369999999999995,18.05,24.45,10.91,0.01,1.97,2.74,1.07
2020-06-17,Edmonton,5.4,0.0594,18.69,24.88,11.44,0.5,2.01,3.29,0.5
2020-06-17,Quebec City,2.52,0.02772,16.25,19.49,13.05,7.87,3.34,4.45,1.85
2020-06-17,Winnipeg,3.1,0.0341,16.32,20.58,12.34,7.46,4.18,6.82,0.38
2020-06-17,Hamilton,5.82,0.06402000000000001,16.28,21.21,11.53,1.62,7.22,9.63,4.58
2020-06-17,Halifax,4.56,0.050159999999999996,16.31,21.33,11.43,1.27,4.44,6.47,1.81
2020-06-18,Toronto,6.09,0.06699,16.73,22.17,12.09,0.85,5.07,7.76,2.3
2020-06-18,Vancouver,6.69,0.07359,20.21,27.56,11.11,0.0,3.91,5.61,2.38
2020-06-18,Montreal,6.18,0.06798,21.41,27.36,16.01,0.02,3.77,5.32,0.28
2020-06-18,Calgary,4.44,0.04884,20.86,28.9,14.78,2.77,5.37,8.45,1.35
2020-06-18,Ottawa,6.61,0.07271000000000001,18.98,24.78,11.85,0.01,3.13,4.65,0.5
2020-06-18,Edmonton,5.92,0.06512,21.32,29.28,12.94,8.59,3.23,6.19,1.39
2020-06-18,Quebec City,0.99,0.01089,12.23,15.8,8.28,15.71,4.96,8.6,1.9
2020-06-18,Winnipeg,4.51,0.04961,11.75,17.47,6.23,0.04,3.55,5.05,0.72
2020-06-18,Hamilton,5.4,0.0594,13.67,19.78,5.86,0.02,4.4,5.75,2.89
2020-06-18,Halifax,4.03,0.04433000000000001,15.11,20.73,9.07,0.4,4.16,5.37,2.71
2020-06-19,Toronto,1.79,0.019690000000000003,16.61,21.32,13.18,0.9,2.99,3.6,2.38
2020-06-19,Vancouver,1.64,0.01804,14.73,19.96,9.88,6.25,3.98,6.0,2.2
2020-06-19,Montreal,3.2,0.0352,13.7,19.18,8.02,1.11,3.88,6.85,1.02
2020-06-19,Calgary,4.5,0.049499999999999995,16.18,22.71,8.84,0.02,3.65,5.14,0.44
2020-06-19,Ottawa,5.45,0.05995,17.54,24.22,10.32,0.0,3.53,4.98,2.54
2020-06-19,Edmonton,5.32,0.05852,19.39,26.3,12.96,0.0,3.08,4.22,1.76
2020-06-19,Quebec City,4.96,0.05456,20.95,28.35,13.37,0.0,2.6,4.02,0.2
2020-06-19,Winnipeg,5.18,0.056979999999999996,21.17,29.95,13.75,0.0,3.32,4.9,1.98
2020-06-19,Hamilton,3.91,0.04301000000000001,20.52,27.05,14.95,0.58,2.7,4.43,1.15
2020-06-19,Halifax,2.56,0.02816,17.86,23.37,14.54,1.78,5.32,6.97,3.06
2020-06-20,Toronto,5.1,0.0561,18.2,23.86,13.44,0.01,4.44,5.98,3.15
2020-06-20,Vancouver,5.8,0.0638,17.73,23.55,13.48,0.0,5.05,7.09,1.31
2020-06-20,Montreal,2.39,0.02629,14.3,20.35,8.64,0.24,3.04,4.51,1.94
2020-06-20,Calgary,3.37,0.03707,9.37,13.73,5.51,1.43,3.1,4.65,1.26
2020-06-20,Ottawa,2.74,0.030140000000000004,10.79,16.18,5.51,8.53,4.25,8.03,0.77
2020-06-20,Edmonton,4.45,0.04895,12.16,18.66,7.19,0.48,2.41,3.88,0.94
2020-06-20,Quebec City,4.85,0.053349999999999995,13.13,18.68,8.57,6.59,3.17,5.38,0.45
2020-06-20,Winnipeg,4.75,0.05225,13.62,20.04,7.89,0.16,2.67,3.96,1.8
2020-06-20,Hamilton,5.15,0.05665,15.05,22.52,8.05,0.01,1.93,3.9,0.68
2020-06-20,Halifax,5.25,0.05775,15.84,23.75,8.68,0.06,5.72,8.02,3.55
2020-06-21,Toronto,4.53,0.04983,16.38,24.77,8.14,0.47,4.36,6.98,1.34
2020-06-21,Vancouver,3.89,0.04279,16.89,21.75,13.66,2.98,3.13,4.32,0.82
2020-06-21,Montreal,3.08,0.03388,15.0,20.92,9.16,0.7,4.79,6.86,3.39
2020-06-21,Calgary,5.04,0.05544,12.6,18.79,6.82,0.01,4.73,6.9,0.49
2020-06-21,Ottawa,4.91,0.05401,14.55,24.32,5.76,0.0,4.31,5.61,3.17
2020-06-21,Edmonton,4.79,0.05269,15.18,23.1,9.0,0.0,3.25,4.35,0.61
2020-06-21,Quebec City,3.58,0.039380000000000005,14.1,20.94,7.75,0.0,3.47,6.5,0.69
2020-06-21,Winnipeg,3.72,0.040920000000000005,11.56,17.03,6.01,0.12,5.14,8.96,2.7
2020-06-21,Hamilton,4.16,0.04576000000000001,10.68,16.83,3.95,0.56,2.75,4.4,0.91
2020-06-21,Halifax,2.72,0.029920000000000002,9.35,13.72,5.93,1.09,3.5,4.64,2.02
2020-06-22,Toronto,4.48,0.049280000000000004,10.34,18.14,3.47,0.01,4.08,5.83,2.71
2020-06-22,Vancouver,4.47,0.04917,13.18,22.1,4.01,0.0,5.81,8.34,3.82
2020-06-22,Montreal,3.63,0.03993,14.83,21.25,8.2,0.41,6.31,9.56,2.7
2020-06-22,Calgary,2.82,0.03102,12.13,16.33,7.78,0.86,2.83,5.42,0.36
2020-06-22,Ottawa,3.6,0.039599999999999996,12.83,18.99,5.19,0.0,5.78,8.77,2.47
2020-06-22,Edmonton,2.17,0.023870000000000002,14.09,20.59,9.15,0.02,4.36,7.27,2.28
