Date,City,Solar Irradiance (W/m²)
2018-10-23,Toronto,2.08
2018-10-23,Vancouver,2.53
2018-10-23,Montreal,2.51
2018-10-23,Calgary,1.71
2018-10-23,Ottawa,1.41
2018-10-23,Edmonton,2.78
2018-10-23,Quebec City,2.38
2018-10-23,Winnipeg,0.93
2018-10-23,Hamilton,2.99
2018-10-23,Halifax,1.93
2018-10-24,Toronto,0.92
2018-10-24,Vancouver,2.91
2018-10-24,Montreal,1.9
2018-10-24,Calgary,1.27
2018-10-24,Ottawa,0.64
2018-10-24,Edmonton,3.07
2018-10-24,Quebec City,3.24
2018-10-24,Winnipeg,2.45
2018-10-24,Hamilton,0.92
2018-10-24,Halifax,2.03
2018-10-25,Toronto,1.88
2018-10-25,Vancouver,2.93
2018-10-25,Montreal,2.43
2018-10-25,Calgary,0.87
2018-10-25,Ottawa,1.28
2018-10-25,Edmonton,1.74
2018-10-25,Quebec City,1.32
2018-10-25,Winnipeg,2.96
2018-10-25,Hamilton,0.76
2018-10-25,Halifax,3.14
2018-10-26,Toronto,3.83
2018-10-26,Vancouver,2.34
2018-10-26,Montreal,3.84
2018-10-26,Calgary,1.55
2018-10-26,Ottawa,2.46
2018-10-26,Edmonton,2.66
2018-10-26,Quebec City,2.53
2018-10-26,Winnipeg,1.95
2018-10-26,Hamilton,1.73
2018-10-26,Halifax,1.44
2018-10-27,Toronto,2.67
2018-10-27,Vancouver,2.48
2018-10-27,Montreal,3.51
2018-10-27,Calgary,2.48
2018-10-27,Ottawa,1.21
2018-10-27,Edmonton,2.39
2018-10-27,Quebec City,3.76
2018-10-27,Winnipeg,4.48
2018-10-27,Hamilton,5.37
2018-10-27,Halifax,5.39
2018-10-28,Toronto,5.72
2018-10-28,Vancouver,5.6
2018-10-28,Montreal,4.75
2018-10-28,Calgary,5.63
2018-10-28,Ottawa,4.75
2018-10-28,Edmonton,5.98
2018-10-28,Quebec City,5.62
2018-10-28,Winnipeg,6.01
2018-10-28,Hamilton,3.41
2018-10-28,Halifax,3.07
2018-10-29,Toronto,2.34
2018-10-29,Vancouver,3.18
2018-10-29,Montreal,4.76
2018-10-29,Calgary,4.75
2018-10-29,Ottawa,4.27
2018-10-29,Edmonton,3.6
2018-10-29,Quebec City,2.03
2018-10-29,Winnipeg,6.43
2018-10-29,Hamilton,3.52
2018-10-29,Halifax,4.29
2018-10-30,Toronto,3.82
2018-10-30,Vancouver,5.56
2018-10-30,Montreal,4.02
2018-10-30,Calgary,3.81
2018-10-30,Ottawa,2.79
2018-10-30,Edmonton,3.71
2018-10-30,Quebec City,2.83
2018-10-30,Winnipeg,2.06
2018-10-30,Hamilton,1.07
2018-10-30,Halifax,2.64
2018-10-31,Toronto,3.45
2018-10-31,Vancouver,3.58
2018-10-31,Montreal,4.83
2018-10-31,Calgary,7.3
2018-10-31,Ottawa,7.47
2018-10-31,Edmonton,7.06
2018-10-31,Quebec City,4.73
2018-10-31,Winnipeg,2.18
2018-10-31,Hamilton,2.18
2018-10-31,Halifax,4.67
2018-11-01,Toronto,3.01
2018-11-01,Vancouver,2.21
2018-11-01,Montreal,3.79
2018-11-01,Calgary,4.69
2018-11-01,Ottawa,3.77
2018-11-01,Edmonton,1.39
2018-11-01,Quebec City,2.04
2018-11-01,Winnipeg,5.87
2018-11-01,Hamilton,6.16
2018-11-01,Halifax,7.78
2018-11-02,Toronto,7.98
2018-11-02,Vancouver,7.64
2018-11-02,Montreal,1.82
2018-11-02,Calgary,8.09
2018-11-02,Ottawa,8.0
2018-11-02,Edmonton,8.15
2018-11-02,Quebec City,7.72
2018-11-02,Winnipeg,3.88
2018-11-02,Hamilton,7.98
2018-11-02,Halifax,7.17
2018-11-03,Toronto,8.17
2018-11-03,Vancouver,3.66
2018-11-03,Montreal,6.34
2018-11-03,Calgary,7.94
2018-11-03,Ottawa,3.74
2018-11-03,Edmonton,7.39
2018-11-03,Quebec City,7.73
2018-11-03,Winnipeg,4.73
2018-11-03,Hamilton,3.69
2018-11-03,Halifax,3.72
2018-11-04,Toronto,3.36
2018-11-04,Vancouver,8.58
2018-11-04,Montreal,7.69
2018-11-04,Calgary,4.29
2018-11-04,Ottawa,4.25
2018-11-04,Edmonton,8.33
2018-11-04,Quebec City,7.32
2018-11-04,Winnipeg,2.01
2018-11-04,Hamilton,3.13
2018-11-04,Halifax,3.51
2018-11-05,Toronto,5.09
2018-11-05,Vancouver,8.28
2018-11-05,Montreal,8.21
2018-11-05,Calgary,8.29
2018-11-05,Ottawa,8.8
2018-11-05,Edmonton,7.97
2018-11-05,Quebec City,2.81
2018-11-05,Winnipeg,2.64
2018-11-05,Hamilton,8.12
2018-11-05,Halifax,8.16
2018-11-06,Toronto,6.36
2018-11-06,Vancouver,3.33
2018-11-06,Montreal,8.73
2018-11-06,Calgary,6.84
2018-11-06,Ottawa,8.83
2018-11-06,Edmonton,8.13
2018-11-06,Quebec City,3.16
2018-11-06,Winnipeg,4.35
2018-11-06,Hamilton,8.78
2018-11-06,Halifax,7.89
2018-11-07,Toronto,4.04
2018-11-07,Vancouver,3.6
2018-11-07,Montreal,7.83
2018-11-07,Calgary,5.57
2018-11-07,Ottawa,6.19
2018-11-07,Edmonton,6.73
2018-11-07,Quebec City,8.51
2018-11-07,Winnipeg,8.31
2018-11-07,Hamilton,7.33
2018-11-07,Halifax,6.66
2018-11-08,Toronto,8.14
2018-11-08,Vancouver,7.95
2018-11-08,Montreal,7.74
2018-11-08,Calgary,7.02
2018-11-08,Ottawa,8.11
2018-11-08,Edmonton,8.16
2018-11-08,Quebec City,5.49
2018-11-08,Winnipeg,5.28
2018-11-08,Hamilton,7.66
2018-11-08,Halifax,6.18
2018-11-09,Toronto,6.98
2018-11-09,Vancouver,8.31
2018-11-09,Montreal,8.0
2018-11-09,Calgary,8.14
2018-11-09,Ottawa,7.54
2018-11-09,Edmonton,3.73
2018-11-09,Quebec City,4.45
2018-11-09,Winnipeg,2.69
2018-11-09,Hamilton,1.96
2018-11-09,Halifax,6.18
2018-11-10,Toronto,5.63
2018-11-10,Vancouver,5.51
2018-11-10,Montreal,7.27
2018-11-10,Calgary,7.09
2018-11-10,Ottawa,6.97
2018-11-10,Edmonton,2.7
2018-11-10,Quebec City,5.34
2018-11-10,Winnipeg,4.52
2018-11-10,Hamilton,5.28
2018-11-10,Halifax,6.29
2018-11-11,Toronto,5.46
2018-11-11,Vancouver,4.84
2018-11-11,Montreal,2.5
2018-11-11,Calgary,5.59
2018-11-11,Ottawa,7.38
2018-11-11,Edmonton,7.08
2018-11-11,Quebec City,6.67
2018-11-11,Winnipeg,5.58
2018-11-11,Hamilton,4.18
2018-11-11,Halifax,3.93
2018-11-12,Toronto,6.96
2018-11-12,Vancouver,1.66
2018-11-12,Montreal,4.9
2018-11-12,Calgary,6.56
2018-11-12,Ottawa,6.18
2018-11-12,Edmonton,3.14
2018-11-12,Quebec City,3.0
2018-11-12,Winnipeg,6.46
2018-11-12,Hamilton,6.04
2018-11-12,Halifax,5.48
2018-11-13,Toronto,3.12
2018-11-13,Vancouver,2.85
2018-11-13,Montreal,3.89
2018-11-13,Calgary,3.43
2018-11-13,Ottawa,5.46
2018-11-13,Edmonton,6.08
2018-11-13,Quebec City,3.48
2018-11-13,Winnipeg,2.11
2018-11-13,Hamilton,3.75
2018-11-13,Halifax,4.63
2018-11-14,Toronto,4.97
2018-11-14,Vancouver,4.78
2018-11-14,Montreal,6.05
2018-11-14,Calgary,6.31
2018-11-14,Ottawa,5.58
2018-11-14,Edmonton,2.49
2018-11-14,Quebec City,2.13
2018-11-14,Winnipeg,3.74
2018-11-14,Hamilton,5.58
2018-11-14,Halifax,5.63
2018-11-15,Toronto,4.82
2018-11-15,Vancouver,4.85
2018-11-15,Montreal,5.04
2018-11-15,Calgary,3.4
2018-11-15,Ottawa,2.58
2018-11-15,Edmonton,2.39
2018-11-15,Quebec City,1.98
2018-11-15,Winnipeg,5.16
2018-11-15,Hamilton,3.3
2018-11-15,Halifax,4.94
2018-11-16,Toronto,1.1
2018-11-16,Vancouver,1.79
2018-11-16,Montreal,3.94
2018-11-16,Calgary,3.53
2018-11-16,Ottawa,3.32
2018-11-16,Edmonton,1.72
2018-11-16,Quebec City,3.43
2018-11-16,Winnipeg,1.42
2018-11-16,Hamilton,1.62
2018-11-16,Halifax,2.6
2018-11-17,Toronto,3.52
2018-11-17,Vancouver,1.13
2018-11-17,Montreal,1.42
2018-11-17,Calgary,1.29
2018-11-17,Ottawa,3.19
2018-11-17,Edmonton,1.97
2018-11-17,Quebec City,1.12
2018-11-17,Winnipeg,3.2
2018-11-17,Hamilton,2.52
2018-11-17,Halifax,3.25
2018-11-18,Toronto,0.9
2018-11-18,Vancouver,2.27
2018-11-18,Montreal,2.26
2018-11-18,Calgary,3.5
2018-11-18,Ottawa,3.59
2018-11-18,Edmonton,2.44
2018-11-18,Quebec City,2.02
2018-11-18,Winnipeg,1.76
2018-11-18,Hamilton,2.51
2018-11-18,Halifax,2.61
2018-11-19,Toronto,1.62
2018-11-19,Vancouver,3.37
2018-11-19,Montreal,1.85
2018-11-19,Calgary,1.01
2018-11-19,Ottawa,1.26
2018-11-19,Edmonton,2.0
2018-11-19,Quebec City,0.4
2018-11-19,Winnipeg,1.09
2018-11-19,Hamilton,0.84
2018-11-19,Halifax,0.52
2018-11-20,Toronto,3.02
2018-11-20,Vancouver,0.53
2018-11-20,Montreal,0.34
2018-11-20,Calgary,1.38
2018-11-20,Ottawa,1.48
2018-11-20,Edmonton,0.63
2018-11-20,Quebec City,1.35
2018-11-20,Winnipeg,2.47
2018-11-20,Hamilton,1.67
2018-11-20,Halifax,0.89
2018-11-21,Toronto,1.62
2018-11-21,Vancouver,1.49
2018-11-21,Montreal,0.9
2018-11-21,Calgary,0.95
2018-11-21,Ottawa,1.83
2018-11-21,Edmonton,1.0
2018-11-21,Quebec City,0.83
2018-11-21,Winnipeg,1.38
2018-11-21,Hamilton,2.37
2018-11-21,Halifax,1.33
2018-11-22,Toronto,1.2
2018-11-22,Vancouver,0.39
2018-11-22,Montreal,0.33
2018-11-22,Calgary,0.48
2018-11-22,Ottawa,0.97
2018-11-22,Edmonton,0.83
2018-11-22,Quebec City,0.7
2018-11-22,Winnipeg,1.38
2018-11-22,Hamilton,0.34
2018-11-22,Halifax,0.58
2018-11-23,Toronto,1.46
2018-11-23,Vancouver,0.71
2018-11-23,Montreal,0.86
2018-11-23,Calgary,1.92
2018-11-23,Ottawa,1.44
2018-11-23,Edmonton,0.51
2018-11-23,Quebec City,1.69
2018-11-23,Winnipeg,0.66
2018-11-23,Hamilton,1.73
2018-11-23,Halifax,1.49
2018-11-24,Toronto,0.43
2018-11-24,Vancouver,1.59
2018-11-24,Montreal,1.2
2018-11-24,Calgary,0.64
2018-11-24,Ottawa,1.6
2018-11-24,Edmonton,0.85
2018-11-24,Quebec City,1.26
2018-11-24,Winnipeg,0.5
2018-11-24,Hamilton,0.63
2018-11-24,Halifax,1.76
2018-11-25,Toronto,0.98
2018-11-25,Vancouver,1.97
2018-11-25,Montreal,0.68
2018-11-25,Calgary,1.33
2018-11-25,Ottawa,0.36
2018-11-25,Edmonton,1.44
2018-11-25,Quebec City,1.0
2018-11-25,Winnipeg,1.06
2018-11-25,Hamilton,1.38
2018-11-25,Halifax,2.01
2018-11-26,Toronto,0.69
2018-11-26,Vancouver,0.31
2018-11-26,Montreal,0.72
2018-11-26,Calgary,1.15
2018-11-26,Ottawa,1.04
2018-11-26,Edmonton,0.73
2018-11-26,Quebec City,0.61
2018-11-26,Winnipeg,0.91
2018-11-26,Hamilton,2.07
2018-11-26,Halifax,2.23
2018-11-27,Toronto,1.36
2018-11-27,Vancouver,1.74
2018-11-27,Montreal,0.97
2018-11-27,Calgary,1.51
2018-11-27,Ottawa,2.05
2018-11-27,Edmonton,1.08
2018-11-27,Quebec City,0.97
2018-11-27,Winnipeg,0.77
2018-11-27,Hamilton,1.28
2018-11-27,Halifax,1.94
2018-11-28,Toronto,0.49
2018-11-28,Vancouver,0.69
2018-11-28,Montreal,1.5
2018-11-28,Calgary,2.14
2018-11-28,Ottawa,1.11
2018-11-28,Edmonton,2.53
2018-11-28,Quebec City,0.51
2018-11-28,Winnipeg,2.0
2018-11-28,Hamilton,2.2
2018-11-28,Halifax,2.82
2018-11-29,Toronto,0.75
2018-11-29,Vancouver,0.91
2018-11-29,Montreal,0.51
2018-11-29,Calgary,1.39
2018-11-29,Ottawa,0.62
2018-11-29,Edmonton,1.39
2018-11-29,Quebec City,1.03
2018-11-29,Winnipeg,3.08
2018-11-29,Hamilton,3.23
2018-11-29,Halifax,3.42
2018-11-30,Toronto,0.67
2018-11-30,Vancouver,1.58
2018-11-30,Montreal,3.24
2018-11-30,Calgary,0.77
2018-11-30,Ottawa,3.34
2018-11-30,Edmonton,3.35
2018-11-30,Quebec City,3.33
2018-11-30,Winnipeg,3.93
2018-11-30,Hamilton,2.04
2018-11-30,Halifax,0.94
2018-12-01,Toronto,3.99
2018-12-01,Vancouver,3.47
2018-12-01,Montreal,0.5
2018-12-01,Calgary,1.95
2018-12-01,Ottawa,4.3
2018-12-01,Edmonton,2.73
2018-12-01,Quebec City,4.49
2018-12-01,Winnipeg,4.29
2018-12-01,Hamilton,1.84
2018-12-01,Halifax,3.35
2018-12-02,Toronto,4.52
2018-12-02,Vancouver,3.89
2018-12-02,Montreal,4.49
2018-12-02,Calgary,4.54
2018-12-02,Ottawa,4.75
2018-12-02,Edmonton,4.81
2018-12-02,Quebec City,0.73
2018-12-02,Winnipeg,2.29
2018-12-02,Hamilton,4.79
2018-12-02,Halifax,1.32
2018-12-03,Toronto,2.23
2018-12-03,Vancouver,1.9
2018-12-03,Montreal,3.95
2018-12-03,Calgary,3.21
2018-12-03,Ottawa,5.62
2018-12-03,Edmonton,5.36
2018-12-03,Quebec City,4.32
2018-12-03,Winnipeg,2.71
2018-12-03,Hamilton,2.29
2018-12-03,Halifax,5.67
2018-12-04,Toronto,3.73
2018-12-04,Vancouver,6.22
2018-12-04,Montreal,6.05
2018-12-04,Calgary,5.86
2018-12-04,Ottawa,1.55
2018-12-04,Edmonton,4.67
2018-12-04,Quebec City,1.18
2018-12-04,Winnipeg,2.95
2018-12-04,Hamilton,6.08
2018-12-04,Halifax,3.97
2018-12-05,Toronto,4.02
2018-12-05,Vancouver,6.24
2018-12-05,Montreal,5.58
2018-12-05,Calgary,3.77
2018-12-05,Ottawa,3.24
2018-12-05,Edmonton,1.6
2018-12-05,Quebec City,0.98
2018-12-05,Winnipeg,4.69
2018-12-05,Hamilton,6.34
2018-12-05,Halifax,4.17
2018-12-06,Toronto,6.56
2018-12-06,Vancouver,2.71
2018-12-06,Montreal,2.53
2018-12-06,Calgary,5.68
2018-12-06,Ottawa,6.84
2018-12-06,Edmonton,2.27
2018-12-06,Quebec City,0.88
2018-12-06,Winnipeg,1.66
2018-12-06,Hamilton,3.99
2018-12-06,Halifax,6.4
2018-12-07,Toronto,4.69
2018-12-07,Vancouver,2.72
2018-12-07,Montreal,4.47
2018-12-07,Calgary,1.65
2018-12-07,Ottawa,2.98
2018-12-07,Edmonton,6.94
2018-12-07,Quebec City,6.34
2018-12-07,Winnipeg,6.69
2018-12-07,Hamilton,2.13
2018-12-07,Halifax,2.86
2018-12-08,Toronto,2.08
2018-12-08,Vancouver,5.79
2018-12-08,Montreal,7.48
2018-12-08,Calgary,6.61
2018-12-08,Ottawa,5.75
2018-12-08,Edmonton,8.13
2018-12-08,Quebec City,3.48
2018-12-08,Winnipeg,1.49
2018-12-08,Hamilton,5.65
2018-12-08,Halifax,6.36
2018-12-09,Toronto,2.92
2018-12-09,Vancouver,3.77
2018-12-09,Montreal,4.53
2018-12-09,Calgary,5.37
2018-12-09,Ottawa,1.96
2018-12-09,Edmonton,4.19
2018-12-09,Quebec City,4.31
2018-12-09,Winnipeg,3.95
2018-12-09,Hamilton,5.96
2018-12-09,Halifax,6.8
2018-12-10,Toronto,2.76
2018-12-10,Vancouver,3.88
2018-12-10,Montreal,3.5
2018-12-10,Calgary,6.33
2018-12-10,Ottawa,5.39
2018-12-10,Edmonton,3.06
2018-12-10,Quebec City,5.58
2018-12-10,Winnipeg,5.6
2018-12-10,Hamilton,5.4
2018-12-10,Halifax,4.93
2018-12-11,Toronto,2.76
2018-12-11,Vancouver,4.13
2018-12-11,Montreal,5.86
2018-12-11,Calgary,3.98
2018-12-11,Ottawa,8.57
2018-12-11,Edmonton,8.22
2018-12-11,Quebec City,8.55
2018-12-11,Winnipeg,8.27
2018-12-11,Hamilton,5.3
2018-12-11,Halifax,5.71
2018-12-12,Toronto,8.48
2018-12-12,Vancouver,3.75
2018-12-12,Montreal,2.84
2018-12-12,Calgary,1.83
2018-12-12,Ottawa,6.47
2018-12-12,Edmonton,7.91
2018-12-12,Quebec City,6.42
2018-12-12,Winnipeg,5.95
2018-12-12,Hamilton,1.78
2018-12-12,Halifax,6.86
2018-12-13,Toronto,7.58
2018-12-13,Vancouver,8.17
2018-12-13,Montreal,6.78
2018-12-13,Calgary,4.4
2018-12-13,Ottawa,5.8
2018-12-13,Edmonton,7.76
2018-12-13,Quebec City,5.53
2018-12-13,Winnipeg,6.37
2018-12-13,Hamilton,5.9
2018-12-13,Halifax,7.94
2018-12-14,Toronto,7.81
2018-12-14,Vancouver,7.6
2018-12-14,Montreal,7.27
2018-12-14,Calgary,5.18
2018-12-14,Ottawa,6.06
2018-12-14,Edmonton,8.55
2018-12-14,Quebec City,8.45
2018-12-14,Winnipeg,7.36
2018-12-14,Hamilton,7.16
2018-12-14,Halifax,3.29
2018-12-15,Toronto,4.35
2018-12-15,Vancouver,6.73
2018-12-15,Montreal,6.58
2018-12-15,Calgary,7.51
2018-12-15,Ottawa,4.27
2018-12-15,Edmonton,5.03
2018-12-15,Quebec City,7.67
2018-12-15,Winnipeg,5.8
2018-12-15,Hamilton,5.92
2018-12-15,Halifax,7.03
2018-12-16,Toronto,3.98
2018-12-16,Vancouver,7.01
2018-12-16,Montreal,6.95
2018-12-16,Calgary,7.29
2018-12-16,Ottawa,7.21
2018-12-16,Edmonton,6.72
2018-12-16,Quebec City,5.44
2018-12-16,Winnipeg,6.5
2018-12-16,Hamilton,4.06
2018-12-16,Halifax,6.23
2018-12-17,Toronto,7.55
2018-12-17,Vancouver,7.41
2018-12-17,Montreal,5.72
2018-12-17,Calgary,7.55
2018-12-17,Ottawa,7.45
2018-12-17,Edmonton,4.42
2018-12-17,Quebec City,2.55
2018-12-17,Winnipeg,5.0
2018-12-17,Hamilton,5.39
2018-12-17,Halifax,5.34
2018-12-18,Toronto,5.48
2018-12-18,Vancouver,4.5
2018-12-18,Montreal,6.47
2018-12-18,Calgary,6.46
2018-12-18,Ottawa,6.88
2018-12-18,Edmonton,6.52
2018-12-18,Quebec City,2.68
2018-12-18,Winnipeg,3.62
2018-12-18,Hamilton,5.34
2018-12-18,Halifax,7.0
2018-12-19,Toronto,3.54
2018-12-19,Vancouver,5.54
2018-12-19,Montreal,5.21
2018-12-19,Calgary,5.9
2018-12-19,Ottawa,6.68
2018-12-19,Edmonton,6.77
2018-12-19,Quebec City,4.84
2018-12-19,Winnipeg,1.54
2018-12-19,Hamilton,4.59
2018-12-19,Halifax,4.82
2018-12-20,Toronto,4.88
2018-12-20,Vancouver,5.88
2018-12-20,Montreal,3.55
2018-12-20,Calgary,4.48
2018-12-20,Ottawa,3.04
2018-12-20,Edmonton,5.73
2018-12-20,Quebec City,3.82
2018-12-20,Winnipeg,2.07
2018-12-20,Hamilton,3.54
2018-12-20,Halifax,5.44
2018-12-21,Toronto,2.39
2018-12-21,Vancouver,3.64
2018-12-21,Montreal,5.69
2018-12-21,Calgary,5.53
2018-12-21,Ottawa,2.24
2018-12-21,Edmonton,3.26
2018-12-21,Quebec City,5.57
2018-12-21,Winnipeg,5.53
2018-12-21,Hamilton,5.41
2018-12-21,Halifax,5.12
2018-12-22,Toronto,5.05
2018-12-22,Vancouver,4.91
2018-12-22,Montreal,2.43
2018-12-22,Calgary,1.39
2018-12-22,Ottawa,2.17
2018-12-22,Edmonton,4.54
2018-12-22,Quebec City,2.04
2018-12-22,Winnipeg,4.19
2018-12-22,Hamilton,0.97
2018-12-22,Halifax,4.21
2018-12-23,Toronto,3.2
2018-12-23,Vancouver,1.0
2018-12-23,Montreal,2.45
2018-12-23,Calgary,2.45
2018-12-23,Ottawa,3.3
2018-12-23,Edmonton,4.58
2018-12-23,Quebec City,1.34
2018-12-23,Winnipeg,2.17
2018-12-23,Hamilton,4.48
2018-12-23,Halifax,3.52
2018-12-24,Toronto,3.96
2018-12-24,Vancouver,3.77
2018-12-24,Montreal,2.18
2018-12-24,Calgary,4.14
2018-12-24,Ottawa,1.47
2018-12-24,Edmonton,3.27
2018-12-24,Quebec City,1.26
2018-12-24,Winnipeg,0.7
2018-12-24,Hamilton,1.3
2018-12-24,Halifax,3.75
2018-12-25,Toronto,3.04
2018-12-25,Vancouver,3.37
2018-12-25,Montreal,0.55
2018-12-25,Calgary,2.54
2018-12-25,Ottawa,1.0
2018-12-25,Edmonton,2.32
2018-12-25,Quebec City,3.4
2018-12-25,Winnipeg,0.44
2018-12-25,Hamilton,1.34
2018-12-25,Halifax,2.21
2018-12-26,Toronto,0.8
2018-12-26,Vancouver,0.42
2018-12-26,Montreal,1.52
2018-12-26,Calgary,1.32
2018-12-26,Ottawa,1.55
2018-12-26,Edmonton,0.92
2018-12-26,Quebec City,0.75
2018-12-26,Winnipeg,2.34
2018-12-26,Hamilton,1.47
2018-12-26,Halifax,2.23
2018-12-27,Toronto,1.28
2018-12-27,Vancouver,0.66
2018-12-27,Montreal,1.16
2018-12-27,Calgary,1.29
2018-12-27,Ottawa,2.48
2018-12-27,Edmonton,1.23
2018-12-27,Quebec City,1.01
2018-12-27,Winnipeg,2.55
2018-12-27,Hamilton,2.12
2018-12-27,Halifax,1.52
2018-12-28,Toronto,1.59
2018-12-28,Vancouver,1.32
2018-12-28,Montreal,0.73
2018-12-28,Calgary,1.19
2018-12-28,Ottawa,1.62
2018-12-28,Edmonton,1.78
2018-12-28,Quebec City,1.21
2018-12-28,Winnipeg,0.87
2018-12-28,Hamilton,0.28
2018-12-28,Halifax,0.93
2018-12-29,Toronto,1.66
2018-12-29,Vancouver,2.09
2018-12-29,Montreal,1.27
2018-12-29,Calgary,1.98
2018-12-29,Ottawa,1.87
2018-12-29,Edmonton,0.71
2018-12-29,Quebec City,0.9
2018-12-29,Winnipeg,1.11
2018-12-29,Hamilton,1.58
2018-12-29,Halifax,0.51
2018-12-30,Toronto,0.51
2018-12-30,Vancouver,0.79
2018-12-30,Montreal,1.1
2018-12-30,Calgary,1.43
2018-12-30,Ottawa,1.15
2018-12-30,Edmonton,0.56
2018-12-30,Quebec City,1.0
2018-12-30,Winnipeg,1.42
2018-12-30,Hamilton,0.65
2018-12-30,Halifax,0.64
2018-12-31,Toronto,1.63
2018-12-31,Vancouver,1.92
2018-12-31,Montreal,1.26
2018-12-31,Calgary,1.01
2018-12-31,Ottawa,1.01
2018-12-31,Edmonton,1.82
2018-12-31,Quebec City,0.95
2018-12-31,Winnipeg,0.81
2018-12-31,Hamilton,0.38
2018-12-31,Halifax,1.87
2019-01-01,Toronto,0.87
2019-01-01,Vancouver,0.21
2019-01-01,Montreal,0.58
2019-01-01,Calgary,0.76
2019-01-01,Ottawa,0.77
2019-01-01,Edmonton,0.67
2019-01-01,Quebec City,0.72
2019-01-01,Winnipeg,1.07
2019-01-01,Hamilton,0.82
2019-01-01,Halifax,1.77
2019-01-02,Toronto,1.25
2019-01-02,Vancouver,1.83
2019-01-02,Montreal,0.53
2019-01-02,Calgary,0.23
2019-01-02,Ottawa,0.71
2019-01-02,Edmonton,0.39
2019-01-02,Quebec City,0.74
2019-01-02,Winnipeg,0.65
2019-01-02,Hamilton,1.25
2019-01-02,Halifax,2.38
2019-01-03,Toronto,0.85
2019-01-03,Vancouver,1.45
2019-01-03,Montreal,2.36
2019-01-03,Calgary,1.64
2019-01-03,Ottawa,1.62
2019-01-03,Edmonton,1.07
2019-01-03,Quebec City,1.49
2019-01-03,Winnipeg,0.81
2019-01-03,Hamilton,0.54
2019-01-03,Halifax,0.86
2019-01-04,Toronto,0.84
2019-01-04,Vancouver,2.86
2019-01-04,Montreal,2.69
2019-01-04,Calgary,2.01
2019-01-04,Ottawa,1.76
2019-01-04,Edmonton,1.32
2019-01-04,Quebec City,1.3
2019-01-04,Winnipeg,1.54
2019-01-04,Hamilton,3.02
2019-01-04,Halifax,0.93
2019-01-05,Toronto,0.6
2019-01-05,Vancouver,3.31
2019-01-05,Montreal,2.7
2019-01-05,Calgary,1.97
2019-01-05,Ottawa,1.18
2019-01-05,Edmonton,2.61
2019-01-05,Quebec City,1.56
2019-01-05,Winnipeg,3.44
2019-01-05,Hamilton,2.44
2019-01-05,Halifax,1.8
2019-01-06,Toronto,3.32
2019-01-06,Vancouver,0.8
2019-01-06,Montreal,3.54
2019-01-06,Calgary,3.85
2019-01-06,Ottawa,3.83
2019-01-06,Edmonton,3.39
2019-01-06,Quebec City,3.62
2019-01-06,Winnipeg,3.67
2019-01-06,Hamilton,2.32
2019-01-06,Halifax,1.85
2019-01-07,Toronto,1.49
2019-01-07,Vancouver,2.91
2019-01-07,Montreal,4.05
2019-01-07,Calgary,4.48
2019-01-07,Ottawa,1.41
2019-01-07,Edmonton,3.1
2019-01-07,Quebec City,2.7
2019-01-07,Winnipeg,1.97
2019-01-07,Hamilton,1.64
2019-01-07,Halifax,4.87
2019-01-08,Toronto,3.9
2019-01-08,Vancouver,3.81
2019-01-08,Montreal,1.21
2019-01-08,Calgary,3.39
2019-01-08,Ottawa,4.35
2019-01-08,Edmonton,2.75
2019-01-08,Quebec City,4.67
2019-01-08,Winnipeg,5.43
2019-01-08,Hamilton,5.07
2019-01-08,Halifax,1.94
2019-01-09,Toronto,4.02
2019-01-09,Vancouver,2.52
2019-01-09,Montreal,1.62
2019-01-09,Calgary,5.75
2019-01-09,Ottawa,5.81
2019-01-09,Edmonton,2.47
2019-01-09,Quebec City,3.78
2019-01-09,Winnipeg,3.5
2019-01-09,Hamilton,1.88
2019-01-09,Halifax,5.97
2019-01-10,Toronto,3.13
2019-01-10,Vancouver,1.0
2019-01-10,Montreal,2.1
2019-01-10,Calgary,5.24
2019-01-10,Ottawa,3.95
2019-01-10,Edmonton,4.46
2019-01-10,Quebec City,2.36
2019-01-10,Winnipeg,5.3
2019-01-10,Hamilton,1.77
2019-01-10,Halifax,6.14
2019-01-11,Toronto,6.08
2019-01-11,Vancouver,3.36
2019-01-11,Montreal,1.26
2019-01-11,Calgary,3.0
2019-01-11,Ottawa,5.17
2019-01-11,Edmonton,3.53
2019-01-11,Quebec City,0.95
2019-01-11,Winnipeg,5.17
2019-01-11,Hamilton,4.95
2019-01-11,Halifax,5.42
2019-01-12,Toronto,4.75
2019-01-12,Vancouver,5.83
2019-01-12,Montreal,1.86
2019-01-12,Calgary,7.59
2019-01-12,Ottawa,3.21
2019-01-12,Edmonton,5.69
2019-01-12,Quebec City,7.59
2019-01-12,Winnipeg,5.15
2019-01-12,Hamilton,7.4
2019-01-12,Halifax,2.92
2019-01-13,Toronto,4.95
2019-01-13,Vancouver,7.35
2019-01-13,Montreal,4.71
2019-01-13,Calgary,2.0
2019-01-13,Ottawa,4.11
2019-01-13,Edmonton,6.22
2019-01-13,Quebec City,5.87
2019-01-13,Winnipeg,3.77
2019-01-13,Hamilton,7.04
2019-01-13,Halifax,6.55
2019-01-14,Toronto,5.98
2019-01-14,Vancouver,4.46
2019-01-14,Montreal,5.48
2019-01-14,Calgary,5.33
2019-01-14,Ottawa,5.82
2019-01-14,Edmonton,6.69
2019-01-14,Quebec City,8.16
