Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh)
2020-03-02,Montreal,12.16,17.1,7.83,0.3,6.29,8.97,2.13,0.0005431808
2020-03-02,Calgary,9.27,14.97,4.54,0.46,8.13,12.02,2.66,0.0010360352000000003
2020-03-02,Ottawa,10.65,16.17,3.13,0.56,4.53,6.84,2.67,0.0006139008000000002
2020-03-02,Edmonton,14.14,19.87,8.95,0.81,7.13,10.99,3.48,0.0008355872000000002
2020-03-02,Quebec City,12.05,16.26,8.71,3.19,6.54,11.41,2.74,0.0006800672000000001
2020-03-02,Winnipeg,12.98,19.39,7.22,0.01,4.48,6.86,1.8,0.0005352992
2020-03-02,Hamilton,15.02,21.7,7.27,0.0,3.12,4.68,1.25,0.0004310048
2020-03-02,Halifax,14.55,19.86,10.02,0.16,4.24,8.9,0.35,0.00039874879999999993
2020-03-03,Toronto,10.5,14.26,4.9,1.16,3.42,4.39,2.05,0.0002841728
2020-03-03,Vancouver,6.72,10.44,4.04,1.02,4.13,6.27,0.19,0.00038309119999999997
2020-03-03,Montreal,10.5,19.12,3.47,0.1,5.33,8.15,1.1,0.0004596512
2020-03-03,Calgary,13.97,21.52,5.54,0.76,3.14,5.06,0.92,0.0005484672
2020-03-03,Ottawa,16.73,24.57,9.92,0.06,3.19,4.26,1.92,0.0007683200000000001
2020-03-03,Edmonton,14.13,19.84,8.15,0.1,4.53,6.48,1.34,0.0005944351999999999
2020-03-03,Quebec City,8.72,12.58,5.98,1.16,3.23,4.72,0.7,0.00010952000000000002
2020-03-03,Winnipeg,8.22,11.5,5.89,3.52,3.96,4.5,3.34,0.000128
2020-03-03,Hamilton,6.95,8.67,6.0,0.33,3.32,4.65,0.84,0.00012928319999999996
2020-03-03,Halifax,6.89,11.08,1.86,0.24,3.26,6.61,0.26,9.46688e-05
2020-03-04,Toronto,9.06,17.01,1.63,0.04,3.13,5.03,1.37,0.0005617952000000001
2020-03-04,Vancouver,11.27,18.58,5.38,0.0,2.75,4.57,0.92,0.0006139008000000002
2020-03-04,Montreal,11.91,19.15,6.93,0.01,2.67,4.15,1.61,0.00031953920000000005
2020-03-04,Calgary,11.49,15.12,7.53,0.17,3.01,5.68,1.17,3.39488e-05
2020-03-04,Ottawa,13.08,18.72,9.55,0.56,5.54,8.74,0.44,0.00047432
2020-03-04,Edmonton,11.54,17.15,6.76,3.05,3.49,6.07,1.47,0.0003875328
2020-03-04,Quebec City,11.28,16.31,6.57,0.48,2.98,5.11,0.38,0.0005326848000000001
2020-03-04,Winnipeg,12.94,20.92,7.37,0.04,5.88,7.89,4.44,0.00030950720000000006
2020-03-04,Hamilton,12.51,17.5,8.45,0.87,7.22,11.97,3.83,0.00039424320000000003
2020-03-04,Halifax,11.38,17.63,5.44,1.04,4.51,7.07,2.33,0.0004992800000000002
2020-03-05,Toronto,9.76,15.46,5.21,0.07,6.78,8.94,5.14,0.00046208
2020-03-05,Vancouver,9.07,14.36,4.49,0.01,5.5,8.97,0.38,0.0003256352
2020-03-05,Montreal,12.88,20.69,8.04,0.38,5.74,8.9,3.64,0.00027471680000000005
2020-03-05,Calgary,9.52,15.67,3.64,0.02,5.71,8.04,3.99,0.0004817408
2020-03-05,Ottawa,6.4,13.18,0.69,0.0,3.27,4.82,1.63,0.0005094432000000001
2020-03-05,Edmonton,8.91,18.38,2.65,0.09,3.84,5.26,2.57,0.00027848000000000006
2020-03-05,Quebec City,10.01,16.6,4.98,0.04,3.6,5.35,1.98,0.00046208
2020-03-05,Winnipeg,11.63,20.63,3.37,0.0,3.14,3.84,1.91,0.00041472
2020-03-05,Hamilton,12.19,17.27,7.84,2.03,4.74,6.62,3.29,3.39488e-05
2020-03-05,Halifax,10.71,15.63,5.75,0.53,5.22,7.58,3.67,6.36192e-05
2020-03-06,Toronto,10.06,15.25,3.88,0.12,5.25,8.92,2.65,0.00032768
2020-03-06,Vancouver,7.08,12.91,1.07,0.74,3.09,5.56,0.72,0.00022472
2020-03-06,Montreal,6.86,11.66,0.91,0.24,5.83,9.47,2.79,7.88768e-05
2020-03-06,Calgary,4.81,9.68,0.24,0.32,4.55,7.03,0.55,0.0001167392
2020-03-06,Ottawa,8.34,12.34,3.4,6.05,3.66,10.14,0.41,9.357119999999999e-05
2020-03-06,Edmonton,4.12,8.26,0.55,1.49,7.77,11.04,2.34,0.00015629120000000004
2020-03-06,Quebec City,3.49,8.03,-0.77,0.16,6.55,9.18,2.44,0.00022472
2020-03-06,Winnipeg,1.73,5.65,-2.07,0.49,2.92,5.63,0.26,0.0001397792
2020-03-06,Hamilton,0.67,6.08,-2.74,0.43,4.08,7.19,1.73,0.00017672000000000003
2020-03-06,Halifax,0.2,3.94,-2.49,1.1,5.53,9.88,1.91,0.00011430720000000002
2020-03-07,Toronto,-2.86,-0.2,-8.57,2.11,4.09,6.67,0.41,3.07328e-05
2020-03-07,Vancouver,-6.6,-4.12,-8.82,0.05,5.71,7.93,3.43,6.635519999999998e-05
2020-03-07,Montreal,-7.36,-4.01,-10.51,0.03,2.06,4.52,0.87,4.3804800000000005e-05
2020-03-07,Calgary,-4.54,0.78,-10.36,0.97,4.25,6.92,0.72,7.490880000000001e-05
2020-03-07,Ottawa,-4.38,0.69,-9.78,0.27,2.6,6.38,0.52,8.817920000000001e-05
2020-03-07,Edmonton,-6.84,-5.59,-9.36,0.11,4.79,7.08,1.52,7.29632e-05
2020-03-07,Quebec City,-8.24,-5.12,-10.99,0.08,2.54,4.34,0.27,4.9203200000000004e-05
2020-03-07,Winnipeg,-8.86,-6.39,-10.9,0.12,2.26,3.47,1.19,4.76288e-05
2020-03-07,Hamilton,-8.82,-6.19,-11.27,0.25,3.8,4.81,2.21,5.161280000000001e-05
2020-03-07,Halifax,-7.04,-0.33,-13.46,0.05,4.59,5.55,3.18,0.0001167392
2020-03-08,Toronto,-0.99,2.3,-5.77,1.1,5.13,8.23,2.44,9.577279999999999e-05
2020-03-08,Vancouver,3.22,5.76,-1.6,0.27,7.28,10.29,3.84,1.2700800000000002e-05
2020-03-08,Montreal,0.23,5.62,-2.54,0.1,2.81,3.5,1.94,0.00013844480000000005
2020-03-08,Calgary,0.15,3.03,-1.45,0.67,4.85,8.22,1.8,7.787520000000002e-05
2020-03-08,Ottawa,0.08,4.14,-3.19,2.01,6.45,9.2,2.12,8.652800000000003e-06
2020-03-08,Edmonton,-0.72,3.52,-4.09,0.0,4.24,7.08,2.69,5.6604800000000004e-05
2020-03-08,Quebec City,3.77,10.2,-0.73,0.13,5.36,6.78,3.95,0.00010599680000000001
2020-03-08,Winnipeg,5.35,10.85,0.18,0.0,5.01,6.73,3.89,3.2643200000000006e-05
2020-03-08,Hamilton,5.59,10.19,2.09,0.05,3.61,5.33,1.07,5.242880000000001e-05
2020-03-08,Halifax,3.79,7.8,1.62,0.3,5.75,9.45,3.68,8.711999999999999e-05
2020-03-09,Toronto,2.81,6.83,-1.81,1.45,4.21,5.97,2.82,1.9468800000000006e-05
2020-03-09,Vancouver,-2.7,-0.31,-4.55,0.18,3.6,5.11,0.32,1.9468800000000006e-05
2020-03-09,Montreal,-4.46,-2.52,-7.72,9.58,7.31,9.75,3.8,2.6911999999999997e-06
2020-03-09,Calgary,-10.27,-7.7,-13.25,0.17,5.62,7.94,2.43,2.7084800000000005e-05
2020-03-09,Ottawa,-6.89,-0.7,-14.24,1.03,3.8,4.71,2.87,9.68e-06
2020-03-09,Edmonton,-3.45,-0.54,-9.4,4.46,6.56,8.51,4.45,2.8800000000000004e-06
2020-03-09,Quebec City,-12.67,-9.21,-15.92,0.04,3.69,6.63,1.32,5.918720000000001e-05
2020-03-09,Winnipeg,-5.17,0.96,-9.49,0.07,4.16,4.62,2.6,4.0140800000000014e-05
2020-03-09,Hamilton,-5.1,-2.08,-7.32,0.12,2.92,4.49,1.3,3.872e-05
2020-03-09,Halifax,-6.19,-3.24,-9.9,0.34,3.55,5.02,0.64,3.39488e-05
2020-03-10,Toronto,-8.86,-5.34,-11.81,0.76,2.87,5.14,1.52,2.5347200000000004e-05
2020-03-10,Vancouver,-7.8,-5.7,-8.98,0.2,2.17,4.45,0.36,3.329280000000001e-05
2020-03-10,Montreal,-6.21,-4.05,-8.27,1.95,5.37,7.35,1.23,4.8672000000000014e-06
2020-03-10,Calgary,-8.58,-6.22,-14.43,4.79,3.2,5.31,1.23,6.48e-06
2020-03-10,Ottawa,-14.4,-10.55,-17.1,3.02,2.67,4.69,0.79,2.2579199999999996e-05
2020-03-10,Edmonton,-10.14,-1.52,-18.95,0.05,3.18,4.31,1.31,4.9203200000000004e-05
2020-03-10,Quebec City,-6.82,-1.46,-9.72,0.23,3.64,5.97,0.6,3.8019200000000004e-05
2020-03-10,Winnipeg,-8.08,-4.51,-10.53,0.12,3.17,5.37,0.79,1.8483200000000003e-05
2020-03-10,Hamilton,-9.04,-5.34,-12.0,0.11,3.13,4.58,0.69,1.6588799999999996e-05
2020-03-10,Halifax,-2.56,0.99,-8.99,5.21,3.53,4.24,1.77,1.52352e-05
2020-03-11,Toronto,-3.0,0.36,-7.84,2.11,5.2,6.45,2.73,4.6851199999999996e-05
2020-03-11,Vancouver,-3.46,1.24,-11.1,0.32,5.07,7.48,3.42,1.9971200000000003e-05
2020-03-11,Montreal,-1.48,0.98,-4.53,0.22,3.22,6.75,0.4,3.942720000000001e-05
2020-03-11,Calgary,-7.13,-4.27,-12.57,0.19,4.6,5.72,1.69,3.8019200000000004e-05
2020-03-11,Ottawa,-6.03,-0.73,-12.65,0.0,4.33,4.7,3.53,1.3107200000000002e-05
2020-03-11,Edmonton,-0.57,2.21,-4.74,0.04,6.83,11.85,3.65,2.6499200000000002e-05
2020-03-11,Quebec City,-4.31,-2.18,-7.23,0.0,6.38,9.54,3.65,4.3804800000000005e-05
2020-03-11,Winnipeg,-1.94,1.93,-5.08,0.0,4.44,5.26,3.43,1.8972800000000002e-05
2020-03-11,Hamilton,-1.88,1.37,-3.34,0.01,4.33,5.02,3.37,4.0140800000000014e-05
2020-03-11,Halifax,-0.59,1.89,-2.88,0.0,5.08,7.1,4.11,3.66368e-05
2020-03-12,Toronto,-3.14,1.32,-5.51,0.0,4.24,5.51,3.2,1.8483200000000003e-05
2020-03-12,Vancouver,-0.6,1.95,-4.02,0.0,5.28,6.76,3.95,3.66368e-05
2020-03-12,Montreal,2.39,3.8,1.19,0.33,5.44,7.61,3.82,7.372799999999999e-06
2020-03-12,Calgary,0.37,2.51,-1.88,0.35,3.8,4.9,2.77,2.048e-05
2020-03-12,Ottawa,-3.12,0.17,-6.86,0.53,4.56,6.0,3.27,3.2e-05
2020-03-12,Edmonton,-7.19,-3.16,-9.27,0.02,3.45,4.87,0.75,2.6499200000000002e-05
2020-03-12,Quebec City,-9.21,-6.82,-11.05,0.15,4.12,6.63,0.88,1.352e-05
2020-03-12,Winnipeg,-12.25,-8.58,-17.68,0.09,7.13,11.22,4.06,1.8972800000000002e-05
2020-03-12,Hamilton,-18.32,-15.72,-20.26,0.18,4.12,5.33,1.88,2.3120000000000002e-05
2020-03-12,Halifax,-14.71,-11.66,-19.43,0.8,2.36,4.56,1.07,1.3939200000000002e-05
2020-03-13,Toronto,-9.15,-5.54,-13.14,0.41,2.45,3.26,1.63,7.372799999999999e-06
2020-03-13,Vancouver,-4.04,-1.34,-7.16,0.95,2.95,4.57,0.44,1.568e-05
2020-03-13,Montreal,-8.24,-2.75,-16.85,1.55,5.17,11.49,0.14,7.372799999999999e-06
2020-03-13,Calgary,-7.23,0.91,-17.09,0.98,5.0,7.17,0.72,1.8483200000000003e-05
2020-03-13,Ottawa,-0.44,2.2,-3.45,0.1,7.43,12.19,3.96,2.2579199999999996e-05
2020-03-13,Edmonton,-0.59,2.26,-3.53,0.34,7.88,11.77,3.88,8.652800000000003e-06
2020-03-13,Quebec City,-3.34,-0.99,-5.41,0.17,3.55,7.89,0.53,8.652800000000003e-06
2020-03-13,Winnipeg,-8.99,-5.47,-12.29,0.67,4.96,7.57,2.27,1.352e-05
2020-03-13,Hamilton,-7.0,-1.95,-13.0,0.02,5.31,5.87,3.88,1.2700800000000002e-05
2020-03-13,Halifax,-1.9,2.04,-5.34,0.0,5.15,6.76,3.92,1.9971200000000003e-05
2020-03-14,Toronto,-5.96,-3.14,-8.18,0.05,2.69,4.05,0.98,1.3107200000000002e-05
2020-03-14,Vancouver,-9.32,-6.53,-11.62,0.16,2.45,3.39,0.77,1.3107200000000002e-05
2020-03-14,Montreal,-10.39,-7.78,-11.84,0.2,2.82,4.59,0.79,1.52352e-05
2020-03-14,Calgary,-7.49,-2.84,-10.72,0.01,5.28,7.02,4.19,1.61312e-05
2020-03-14,Ottawa,-9.87,-6.34,-13.9,0.07,4.31,5.95,3.13,3.2643200000000006e-05
2020-03-14,Edmonton,-6.93,-3.03,-9.19,0.01,3.41,4.49,1.81,3.2643200000000006e-05
2020-03-14,Quebec City,-7.19,-5.0,-9.37,0.31,2.56,5.05,0.52,1.7052800000000004e-05
2020-03-14,Winnipeg,-5.23,-0.46,-10.04,0.02,4.04,5.7,2.28,1.6588799999999996e-05
2020-03-14,Hamilton,0.16,1.95,-2.58,0.01,6.17,7.64,5.01,1.9468800000000006e-05
2020-03-14,Halifax,-1.61,0.87,-4.18,0.01,6.45,8.43,5.09,2.048e-05
2020-03-15,Toronto,-5.24,-2.38,-8.58,0.88,4.21,6.91,2.11,2.8275199999999997e-05
2020-03-15,Vancouver,-4.29,-1.88,-6.84,0.1,5.58,7.07,3.02,3.7324800000000006e-05
2020-03-15,Montreal,-1.27,3.31,-7.03,0.06,4.84,7.45,3.39,1.3939200000000002e-05
2020-03-15,Calgary,-5.67,-0.54,-8.39,0.0,3.2,4.0,1.88,3.872e-05
2020-03-15,Ottawa,-9.82,-5.52,-12.34,0.04,3.04,3.89,1.97,4.08608e-05
2020-03-15,Edmonton,-8.36,-2.63,-12.3,0.02,3.98,5.31,3.06,4.2319999999999995e-05
2020-03-15,Quebec City,-5.38,-0.06,-10.26,0.01,4.39,6.5,2.65,1.9971200000000003e-05
2020-03-15,Winnipeg,-2.02,2.38,-5.99,0.01,4.81,5.76,4.26,2.6499200000000002e-05
2020-03-15,Hamilton,-2.88,0.65,-6.33,0.11,4.98,8.68,2.64,1.61312e-05
2020-03-15,Halifax,-3.38,-2.56,-5.08,6.94,8.62,12.22,1.43,8e-06
2020-03-16,Toronto,-5.87,-2.57,-9.72,0.07,6.78,9.58,2.89,5.161280000000001e-05
2020-03-16,Vancouver,-2.62,1.94,-7.72,0.1,7.48,10.6,4.29,3.8019200000000004e-05
2020-03-16,Montreal,-2.01,0.7,-4.67,0.01,6.88,10.73,3.51,5.325120000000001e-05
2020-03-16,Calgary,-1.72,0.94,-4.83,2.54,5.78,8.87,3.57,1.8972800000000002e-05
2020-03-16,Ottawa,-2.72,0.42,-8.28,0.22,7.01,9.42,4.52,3.872e-05
2020-03-16,Edmonton,-1.88,2.52,-8.21,0.22,8.54,15.32,4.74,1.8972800000000002e-05
2020-03-16,Quebec City,-2.97,0.11,-7.97,0.08,10.5,13.81,4.75,4.45568e-05
2020-03-16,Winnipeg,-8.27,-3.6,-12.48,0.33,3.75,7.08,1.89,3.66368e-05
2020-03-16,Hamilton,-7.9,-4.71,-12.52,0.9,4.94,7.72,2.72,3.7324800000000006e-05
2020-03-16,Halifax,-18.18,-11.54,-21.26,0.61,3.68,5.76,2.46,5.6604800000000004e-05
2020-03-17,Toronto,-16.16,-13.13,-17.94,0.4,5.16,6.01,4.47,4.45568e-05
2020-03-17,Vancouver,-17.34,-14.93,-20.02,0.32,6.11,7.79,5.12,3.461120000000001e-05
2020-03-17,Montreal,-16.68,-12.97,-19.01,0.81,5.04,7.74,3.18,4.6851199999999996e-05
2020-03-17,Calgary,-17.76,-15.9,-20.56,1.37,2.53,4.19,1.43,3.66368e-05
2020-03-17,Ottawa,-18.73,-16.77,-20.86,0.38,2.0,3.08,0.55,8.294720000000002e-05
2020-03-17,Edmonton,-16.91,-12.39,-19.16,0.26,2.33,3.61,1.12,9.357119999999999e-05
2020-03-17,Quebec City,-15.21,-10.05,-18.59,0.08,2.87,3.81,2.19,7.393280000000001e-05
2020-03-17,Winnipeg,-12.61,-8.73,-16.96,0.14,2.25,3.11,0.45,8.502080000000001e-05
2020-03-17,Hamilton,-10.88,-8.3,-13.44,0.69,3.26,4.68,1.83,8.606720000000002e-05
2020-03-17,Halifax,-14.28,-10.63,-20.35,2.06,5.12,6.83,3.74,5e-05
2020-03-18,Toronto,-19.76,-17.16,-21.63,0.29,4.05,5.53,1.92,0.0001229312
2020-03-18,Vancouver,-17.92,-9.5,-26.47,1.21,4.53,9.31,2.97,8.711999999999999e-05
2020-03-18,Montreal,-24.63,-21.52,-27.72,1.36,2.53,3.14,1.47,8.711999999999999e-05
2020-03-18,Calgary,-28.05,-24.96,-33.03,0.16,2.69,4.32,1.17,0.0001371168
2020-03-18,Ottawa,-29.5,-23.04,-34.48,0.02,1.36,2.55,0.33,0.0001438208
2020-03-18,Edmonton,-31.58,-24.49,-36.67,0.06,4.77,6.58,3.18,0.00016927999999999998
2020-03-18,Quebec City,-30.58,-24.99,-35.09,0.04,7.05,9.0,5.34,0.0001663488
2020-03-18,Winnipeg,-29.68,-26.33,-32.61,0.17,5.59,7.58,3.54,0.00016489280000000004
2020-03-18,Hamilton,-28.1,-24.06,-32.29,0.35,6.1,7.8,4.11,0.00019208000000000002
2020-03-18,Halifax,-23.9,-20.14,-27.48,0.34,3.83,6.53,1.38,0.00010483520000000001
2020-03-19,Toronto,-26.62,-19.0,-31.27,0.02,3.97,5.92,2.54,0.00021465919999999998
2020-03-19,Vancouver,-23.15,-15.52,-29.31,0.0,8.22,10.87,6.11,0.00020482879999999995
2020-03-19,Montreal,-20.85,-16.69,-24.48,0.05,4.85,6.81,2.25,0.0002213408
2020-03-19,Calgary,-16.73,-12.65,-19.98,0.49,1.87,3.07,0.8,0.00019365120000000002
2020-03-19,Ottawa,-15.94,-8.62,-20.62,0.1,3.9,5.04,2.08,0.0002580992
2020-03-19,Edmonton,-11.6,-3.42,-19.09,0.03,4.9,6.5,3.11,0.0002298368
2020-03-19,Quebec City,-5.42,0.1,-10.0,0.23,5.79,7.2,4.37,0.00015068480000000002
2020-03-19,Winnipeg,-3.42,0.87,-6.84,0.06,6.98,8.33,5.13,0.00020971520000000003
2020-03-19,Hamilton,1.44,3.67,-2.5,0.08,9.43,11.46,7.02,9.68832e-05
2020-03-19,Halifax,0.08,3.87,-5.08,0.19,6.86,10.71,2.98,0.00026911999999999997
2020-03-20,Toronto,-3.17,1.28,-9.19,1.01,6.58,10.27,3.38,0.00022302720000000003
2020-03-20,Vancouver,-4.21,2.26,-9.11,0.15,5.23,6.25,3.18,0.0002918528
2020-03-20,Montreal,-0.97,4.23,-5.76,1.11,5.87,8.43,3.92,0.00027097920000000004
2020-03-20,Calgary,-14.65,-6.86,-16.25,0.93,5.19,11.08,0.89,0.00026542079999999994
2020-03-20,Ottawa,-10.65,-4.69,-16.71,0.19,3.91,6.58,0.31,0.00036558080000000006
2020-03-20,Edmonton,-4.61,0.19,-7.3,1.74,3.47,5.19,1.98,0.00021632
2020-03-20,Quebec City,2.1,5.79,-1.64,0.08,5.77,7.32,4.58,0.0001318688
2020-03-20,Winnipeg,-0.12,5.52,-5.02,0.07,3.3,5.63,0.66,0.00025088
2020-03-20,Hamilton,0.42,8.05,-4.87,0.0,3.45,4.09,2.47,0.00030356480000000004
2020-03-20,Halifax,1.75,8.35,-2.22,0.0,2.43,4.5,0.67,0.0002918528
2020-03-21,Toronto,3.05,11.13,-2.46,0.01,4.29,6.92,0.97,0.00035912
2020-03-21,Vancouver,1.67,7.45,-2.3,0.79,3.81,5.48,2.59,0.0001782272
2020-03-21,Montreal,1.62,8.09,-3.62,0.0,2.49,3.76,1.32,0.0003115008000000001
2020-03-21,Calgary,-1.59,0.92,-4.72,1.56,3.27,4.81,0.82,0.00030356480000000004
2020-03-21,Ottawa,-0.26,6.44,-4.74,0.03,4.01,6.47,1.81,0.00030752000000000004
2020-03-21,Edmonton,-6.59,-3.28,-10.26,1.15,5.19,9.11,1.28,0.00042632
2020-03-21,Quebec City,-3.73,3.5,-12.49,0.04,3.09,4.63,1.08,0.00047432
2020-03-21,Winnipeg,2.68,9.07,-3.34,0.0,3.39,4.4,2.27,0.00044282880000000004
2020-03-21,Hamilton,5.02,13.61,-0.19,0.01,5.65,9.42,1.22,0.0004357152
2020-03-21,Halifax,5.81,16.26,-1.5,0.01,4.81,8.32,1.75,0.00036558080000000006
2020-03-22,Toronto,-2.33,1.74,-5.83,0.01,6.07,11.25,0.83,0.0005431808
2020-03-22,Vancouver,1.25,8.4,-4.96,0.0,3.38,4.86,0.54,0.0005834527999999999
2020-03-22,Montreal,3.27,11.94,-2.5,0.0,4.3,7.67,1.86,0.0005043488
2020-03-22,Calgary,4.54,14.2,-2.8,0.0,3.77,5.26,2.07,0.0005484672
2020-03-22,Ottawa,5.77,12.82,0.12,0.01,4.85,9.31,1.75,0.0005300768000000001
2020-03-22,Edmonton,2.54,10.74,-5.76,1.25,6.1,10.13,4.0,0.0004548128
2020-03-22,Quebec City,-0.56,5.29,-6.1,0.0,3.42,4.42,1.93,0.0006279968
2020-03-22,Winnipeg,-1.6,1.54,-6.44,0.68,4.7,7.57,2.05,0.00022302720000000003
2020-03-22,Hamilton,-0.83,4.19,-6.49,0.06,3.51,6.06,1.36,0.0005780000000000002
2020-03-22,Halifax,0.21,5.01,-5.61,1.81,5.86,7.84,3.69,0.000128
2020-03-23,Toronto,-4.1,-1.85,-6.58,0.31,3.38,5.7,1.56,0.0004286592000000001
2020-03-23,Vancouver,-1.96,2.07,-6.32,0.48,3.06,5.37,1.42,0.0004917248
2020-03-23,Montreal,2.9,8.33,-1.61,0.47,4.25,5.64,2.26,0.00040101120000000007
2020-03-23,Calgary,2.95,9.14,-3.31,4.58,6.91,14.55,2.09,0.0002113568
2020-03-23,Ottawa,-7.27,-4.0,-10.57,0.46,12.81,15.55,6.82,0.00019840320000000003
2020-03-23,Edmonton,-3.82,2.22,-11.54,0.33,3.91,6.51,1.99,0.0007098912
2020-03-23,Quebec City,3.75,10.59,-2.13,0.24,4.57,7.57,0.53,0.0006336800000000001
2020-03-23,Winnipeg,5.36,14.52,-3.34,0.0,6.82,9.49,3.47,0.0006830208
2020-03-23,Hamilton,1.56,7.24,-3.73,0.23,3.0,4.13,2.07,0.00044760320000000004
2020-03-23,Halifax,3.53,9.3,-2.41,0.47,3.09,7.16,1.4,0.0006279968
2020-03-24,Toronto,2.48,7.75,-2.6,0.27,6.9,11.19,1.97,0.0003135008
2020-03-24,Vancouver,4.22,11.53,-3.41,0.0,4.67,7.08,1.81,0.0009365792000000002
2020-03-24,Montreal,4.83,10.52,-1.68,0.09,3.0,4.71,0.98,0.0006712448
2020-03-24,Calgary,5.28,13.84,-0.7,0.28,4.8,6.47,2.88,0.0005861888
2020-03-24,Ottawa,0.89,5.32,-2.44,0.35,5.51,8.86,1.97,0.0008388608000000001
2020-03-24,Edmonton,3.4,9.66,-2.54,0.01,3.95,4.93,1.56,0.0009715232
2020-03-24,Quebec City,0.47,3.6,-3.91,5.81,6.54,9.78,2.83,0.0003055392
2020-03-24,Winnipeg,-0.82,4.29,-5.92,0.27,2.99,6.47,0.66,0.00036126719999999993
2020-03-24,Hamilton,-0.41,3.64,-4.93,0.38,2.66,4.41,1.25,0.0008954912000000001
2020-03-24,Halifax,1.86,8.85,-4.62,0.16,4.05,5.5,3.0,0.0010506528
2020-03-25,Toronto,5.43,14.26,-2.8,0.04,2.78,5.76,0.32,0.0011751551999999998
2020-03-25,Vancouver,7.91,15.3,-0.67,0.0,2.63,3.2,0.84,0.0013189248
2020-03-25,Montreal,10.53,18.32,-0.1,0.02,1.89,3.45,0.56,0.0013066272
2020-03-25,Calgary,9.4,17.01,1.01,3.69,4.44,9.27,2.03,0.0010107008000000003
2020-03-25,Ottawa,1.5,4.91,-2.04,2.24,5.26,6.73,2.62,0.0006451232
2020-03-25,Edmonton,1.65,8.03,-4.34,0.01,4.29,6.43,2.36,0.0009124992
2020-03-25,Quebec City,4.38,12.87,-4.49,0.0,3.98,5.81,2.63,0.001458
2020-03-25,Winnipeg,8.27,18.14,-1.13,1.16,6.7,11.6,3.64,0.0011946272
2020-03-25,Hamilton,-1.76,2.6,-4.86,0.2,6.1,9.48,0.47,0.0008719488
2020-03-25,Halifax,-1.06,3.29,-5.7,5.2,2.01,3.67,0.48,0.0010469887999999998
2020-03-26,Toronto,0.82,5.64,-3.71,14.54,2.09,3.55,1.04,0.0011405088
2020-03-26,Vancouver,1.08,6.22,-5.03,22.49,2.08,2.87,1.3,0.0015680000000000002
2020-03-26,Montreal,3.1,10.71,-4.56,2.85,5.3,8.06,2.94,0.0013066272
2020-03-26,Calgary,-1.88,0.79,-4.22,0.14,4.11,6.65,2.8,0.0003897632
2020-03-26,Ottawa,3.24,10.59,-4.38,0.08,2.98,4.27,0.3,0.0006653952
2020-03-26,Edmonton,6.56,13.99,-0.99,1.55,3.65,5.73,1.67,0.0006889471999999999
2020-03-26,Quebec City,12.83,19.59,6.55,0.17,5.6,7.77,3.37,0.0012103200000000002
2020-03-26,Winnipeg,8.05,13.75,3.25,0.19,5.97,8.74,3.43,0.0008193151999999998
2020-03-26,Hamilton,4.95,10.19,-2.17,0.78,4.86,6.16,3.52,0.0009296671999999999
2020-03-26,Halifax,4.42,11.38,-4.44,0.01,4.03,5.28,3.1,0.0016450848000000003
2020-03-27,Toronto,5.59,10.29,-0.74,0.91,1.91,3.28,0.98,0.0006279968
2020-03-27,Vancouver,7.97,13.72,2.44,0.09,3.73,5.37,1.68,0.0012340512000000002
2020-03-27,Montreal,12.02,19.22,3.78,0.1,7.54,9.57,3.93,0.00133128
2020-03-27,Calgary,7.81,10.7,4.3,11.31,8.8,10.68,7.11,5.325120000000001e-05
2020-03-27,Ottawa,4.67,7.43,2.32,13.63,4.32,7.07,1.28,0.00016489280000000004
2020-03-27,Edmonton,7.28,13.88,1.29,0.09,3.0,3.93,1.45,0.0015635232000000003
2020-03-27,Quebec City,8.13,14.67,-1.16,0.09,2.62,5.33,1.22,0.0014193792
2020-03-27,Winnipeg,8.17,13.12,2.41,1.36,2.33,3.88,0.56,0.0009090848000000001
2020-03-27,Hamilton,11.14,17.92,1.86,4.62,3.04,4.4,1.09,0.0012660512
2020-03-27,Halifax,12.61,16.59,6.06,0.62,2.68,4.91,0.12,0.0013189248
2020-03-28,Toronto,13.29,17.71,8.19,2.34,1.25,2.97,0.07,0.0010876448
2020-03-28,Vancouver,13.93,20.07,6.24,0.35,4.28,6.84,2.36,0.0013189248
2020-03-28,Montreal,15.76,21.49,9.2,0.54,3.51,6.09,2.0,0.0014108672000000002
2020-03-28,Calgary,13.16,19.55,8.65,3.41,3.46,7.34,0.54,0.0008820000000000001
2020-03-28,Ottawa,7.44,12.72,0.92,26.66,4.72,8.12,0.57,5.491520000000001e-05
2020-03-28,Edmonton,2.9,6.9,0.46,1.65,4.61,6.47,2.29,0.0003421728
2020-03-28,Quebec City,2.19,6.04,-1.52,0.88,3.09,3.73,1.98,0.0006422528000000002
2020-03-28,Winnipeg,5.35,12.19,-2.48,0.28,1.97,3.32,0.63,0.00207368
2020-03-28,Hamilton,8.97,16.35,-1.29,3.18,4.93,6.56,3.0,0.0022471808000000004
2020-03-28,Halifax,12.18,21.0,2.56,0.58,4.01,6.67,2.24,0.0014407712
2020-03-29,Toronto,10.06,12.67,6.89,13.2,7.06,11.29,2.23,0.00013447999999999997
