ALLSKY_SFC_SW_DWN,City
2.39,Edmonton
3.93,Edmonton
3.78,Edmonton
3.08,Edmonton
3.42,Edmonton
2.81,Edmonton
3.79,Edmonton
2.42,Edmonton
3.8,Edmonton
3.62,Edmonton
3.33,Edmonton
1.44,Edmonton
2.89,Edmonton
3.68,Edmonton
2.62,Edmonton
2.84,Edmonton
3.1,Edmonton
1.69,Edmonton
2.91,Edmonton
1.09,Edmonton
1.55,Edmonton
3.2,Edmonton
3.05,Edmonton
3.08,Edmonton
2.92,Edmonton
2.87,Edmonton
2.66,Edmonton
1.58,Edmonton
2.77,Edmonton
2.35,Edmonton
2.15,Edmonton
2.51,Edmonton
2.41,Edmonton
2.43,Edmonton
0.79,Edmonton
1.67,Edmonton
2.36,Edmonton
1.32,Edmonton
1.11,Edmonton
1.8,Edmonton
0.43,Edmonton
0.54,Edmonton
0.64,Edmonton
1.78,Edmonton
1.01,Edmonton
1.79,Edmonton
1.28,Edmonton
0.49,Edmonton
0.59,Edmonton
1.71,Edmonton
0.94,Edmonton
1.44,Edmonton
0.83,Edmonton
0.95,Edmonton
0.55,Edmonton
1.4,Edmonton
0.54,Edmonton
1.37,Edmonton
1.08,Edmonton
1.28,Edmonton
0.68,Edmonton
1.24,Edmonton
0.45,Edmonton
0.36,Edmonton
0.9,Edmonton
1.11,Edmonton
0.92,Edmonton
1.09,Edmonton
1.06,Edmonton
1.16,Edmonton
1.12,Edmonton
1.04,Edmonton
0.5,Edmonton
0.51,Edmonton
0.83,Edmonton
0.61,Edmonton
0.87,Edmonton
0.35,Edmonton
0.41,Edmonton
0.58,Edmonton
0.37,Edmonton
0.41,Edmonton
0.52,Edmonton
0.5,Edmonton
0.75,Edmonton
0.81,Edmonton
0.85,Edmonton
0.54,Edmonton
0.7,Edmonton
0.89,Edmonton
0.91,Edmonton
0.83,Edmonton
0.67,Edmonton
0.7,Edmonton
0.79,Edmonton
0.87,Edmonton
0.79,Edmonton
0.74,Edmonton
1.05,Edmonton
0.9,Edmonton
1.04,Edmonton
1.06,Edmonton
1.03,Edmonton
1.05,Edmonton
1.07,Edmonton
0.78,Edmonton
0.55,Edmonton
0.71,Edmonton
0.74,Edmonton
0.9,Edmonton
0.93,Edmonton
0.91,Edmonton
1.16,Edmonton
0.63,Edmonton
0.66,Edmonton
0.84,Edmonton
0.91,Edmonton
1.11,Edmonton
1.08,Edmonton
0.96,Edmonton
0.82,Edmonton
1.14,Edmonton
0.9,Edmonton
1.24,Edmonton
1.43,Edmonton
1.47,Edmonton
1.02,Edmonton
1.26,Edmonton
1.4,Edmonton
1.74,Edmonton
1.6,Edmonton
1.29,Edmonton
1.52,Edmonton
1.76,Edmonton
1.66,Edmonton
1.32,Edmonton
1.58,Edmonton
1.91,Edmonton
2.1,Edmonton
1.59,Edmonton
1.61,Edmonton
1.34,Edmonton
1.32,Edmonton
0.92,Edmonton
2.02,Edmonton
1.9,Edmonton
1.84,Edmonton
2.2,Edmonton
2.38,Edmonton
1.89,Edmonton
2.04,Edmonton
2.08,Edmonton
2.74,Edmonton
2.94,Edmonton
2.82,Edmonton
3.02,Edmonton
3.08,Edmonton
2.81,Edmonton
2.49,Edmonton
1.47,Edmonton
2.76,Edmonton
3.2,Edmonton
2.83,Edmonton
1.98,Edmonton
2.97,Edmonton
3.16,Edmonton
2.44,Edmonton
2.32,Edmonton
1.65,Edmonton
3.25,Edmonton
3.62,Edmonton
4.01,Edmonton
3.2,Edmonton
2.91,Edmonton
1.35,Edmonton
2.66,Edmonton
3.15,Edmonton
2.39,Edmonton
4.65,Edmonton
4.38,Edmonton
3.92,Edmonton
1.09,Edmonton
1.74,Edmonton
4.43,Edmonton
2.0,Edmonton
3.43,Edmonton
4.77,Edmonton
5.08,Edmonton
4.73,Edmonton
5.2,Edmonton
3.65,Edmonton
4.49,Edmonton
5.3,Edmonton
4.57,Edmonton
5.23,Edmonton
3.62,Edmonton
4.58,Edmonton
4.95,Edmonton
4.9,Edmonton
3.37,Edmonton
3.92,Edmonton
5.06,Edmonton
5.21,Edmonton
4.81,Edmonton
4.5,Edmonton
5.8,Edmonton
6.45,Edmonton
5.83,Edmonton
6.34,Edmonton
6.42,Edmonton
4.68,Edmonton
6.72,Edmonton
5.91,Edmonton
2.77,Edmonton
1.71,Edmonton
1.49,Edmonton
1.76,Edmonton
4.36,Edmonton
6.47,Edmonton
5.08,Edmonton
6.13,Edmonton
5.17,Edmonton
6.48,Edmonton
7.28,Edmonton
7.36,Edmonton
6.47,Edmonton
3.55,Edmonton
7.52,Edmonton
7.0,Edmonton
6.05,Edmonton
3.91,Edmonton
5.59,Edmonton
6.21,Edmonton
7.18,Edmonton
7.88,Edmonton
7.94,Edmonton
7.8,Edmonton
7.96,Edmonton
7.16,Edmonton
5.21,Edmonton
3.32,Edmonton
1.85,Edmonton
1.84,Edmonton
1.4,Edmonton
2.12,Edmonton
4.77,Edmonton
7.69,Edmonton
4.67,Edmonton
3.83,Edmonton
5.71,Edmonton
6.64,Edmonton
2.23,Edmonton
6.95,Edmonton
5.85,Edmonton
5.91,Edmonton
8.2,Edmonton
8.17,Edmonton
8.52,Edmonton
7.55,Edmonton
6.51,Edmonton
5.13,Edmonton
4.97,Edmonton
7.1,Edmonton
2.65,Edmonton
5.67,Edmonton
7.93,Edmonton
5.43,Edmonton
7.8,Edmonton
4.97,Edmonton
6.03,Edmonton
7.65,Edmonton
7.24,Edmonton
8.52,Edmonton
4.19,Edmonton
7.31,Edmonton
6.95,Edmonton
6.07,Edmonton
4.34,Edmonton
7.24,Edmonton
7.51,Edmonton
6.56,Edmonton
7.0,Edmonton
3.92,Edmonton
7.43,Edmonton
5.84,Edmonton
5.74,Edmonton
8.3,Edmonton
5.27,Edmonton
4.99,Edmonton
5.77,Edmonton
6.11,Edmonton
6.35,Edmonton
3.62,Edmonton
5.59,Edmonton
7.23,Edmonton
5.84,Edmonton
5.83,Edmonton
5.87,Edmonton
6.55,Edmonton
4.46,Edmonton
7.22,Edmonton
6.39,Edmonton
4.65,Edmonton
5.43,Edmonton
7.28,Edmonton
5.79,Edmonton
7.39,Edmonton
7.18,Edmonton
6.57,Edmonton
5.55,Edmonton
5.01,Edmonton
7.31,Edmonton
4.4,Edmonton
5.1,Edmonton
6.13,Edmonton
6.95,Edmonton
3.75,Edmonton
6.33,Edmonton
6.64,Edmonton
5.74,Edmonton
4.47,Edmonton
5.18,Edmonton
3.18,Edmonton
4.92,Edmonton
6.08,Edmonton
6.35,Edmonton
6.24,Edmonton
6.19,Edmonton
6.26,Edmonton
5.88,Edmonton
5.24,Edmonton
5.09,Edmonton
4.93,Edmonton
4.81,Edmonton
4.53,Edmonton
2.28,Edmonton
1.58,Edmonton
5.43,Edmonton
3.33,Edmonton
5.4,Edmonton
1.89,Edmonton
3.94,Edmonton
4.77,Edmonton
5.37,Edmonton
4.72,Edmonton
4.3,Edmonton
1.51,Edmonton
3.82,Edmonton
3.0,Edmonton
3.29,Edmonton
4.09,Edmonton
4.69,Edmonton
3.7,Edmonton
4.7,Edmonton
3.87,Edmonton
1.94,Edmonton
3.33,Edmonton
4.92,Edmonton
4.64,Edmonton
4.55,Edmonton
4.62,Edmonton
3.55,Edmonton
3.4,Edmonton
3.92,Edmonton
3.39,Edmonton
3.86,Edmonton
4.04,Edmonton
1.26,Edmonton
4.12,Edmonton
3.93,Edmonton
4.04,Edmonton
2.16,Edmonton
2.41,Edmonton
2.67,Edmonton
0.99,Edmonton
0.5,Edmonton
3.64,Edmonton
3.52,Edmonton
2.4,Edmonton
2.04,Edmonton
2.32,Edmonton
1.14,Edmonton
0.83,Edmonton
0.94,Edmonton
1.01,Edmonton
2.55,Edmonton
2.96,Edmonton
1.11,Edmonton
0.33,Edmonton
0.76,Edmonton
0.83,Edmonton
0.72,Edmonton
1.06,Edmonton
2.19,Edmonton
2.31,Edmonton
2.64,Edmonton
2.46,Edmonton
1.88,Edmonton
0.49,Edmonton
0.47,Edmonton
1.89,Edmonton
0.77,Edmonton
0.68,Edmonton
0.71,Edmonton
1.12,Edmonton
1.11,Edmonton
0.54,Edmonton
0.88,Edmonton
2.03,Edmonton
1.87,Edmonton
0.88,Edmonton
0.26,Edmonton
1.65,Edmonton
0.84,Edmonton
1.05,Edmonton
1.58,Edmonton
0.67,Edmonton
0.37,Edmonton
1.53,Edmonton
1.46,Edmonton
0.73,Edmonton
0.67,Edmonton
0.32,Edmonton
0.39,Edmonton
0.42,Edmonton
0.39,Edmonton
0.26,Edmonton
0.25,Edmonton
0.46,Edmonton
0.82,Edmonton
0.81,Edmonton
0.47,Edmonton
0.35,Edmonton
0.76,Edmonton
0.45,Edmonton
0.36,Edmonton
0.38,Edmonton
0.46,Edmonton
0.92,Edmonton
0.83,Edmonton
0.47,Edmonton
0.47,Edmonton
0.64,Edmonton
0.6,Edmonton
0.76,Edmonton
0.61,Edmonton
0.81,Edmonton
0.75,Edmonton
0.66,Edmonton
0.78,Edmonton
0.79,Edmonton
0.87,Edmonton
0.72,Edmonton
0.42,Edmonton
0.79,Edmonton
0.6,Edmonton
0.52,Edmonton
0.55,Edmonton
0.52,Edmonton
0.38,Edmonton
0.79,Edmonton
0.83,Edmonton
0.81,Edmonton
0.78,Edmonton
0.42,Edmonton
0.97,Edmonton
0.68,Edmonton
0.75,Edmonton
0.73,Edmonton
0.89,Edmonton
0.7,Edmonton
0.69,Edmonton
0.73,Edmonton
0.71,Edmonton
0.76,Edmonton
0.72,Edmonton
1.03,Edmonton
0.87,Edmonton
1.22,Edmonton
1.03,Edmonton
0.74,Edmonton
1.26,Edmonton
0.72,Edmonton
0.66,Edmonton
0.77,Edmonton
0.65,Edmonton
1.45,Edmonton
1.1,Edmonton
0.74,Edmonton
0.97,Edmonton
1.13,Edmonton
1.49,Edmonton
1.61,Edmonton
1.26,Edmonton
1.0,Edmonton
1.39,Edmonton
1.66,Edmonton
1.33,Edmonton
1.31,Edmonton
1.86,Edmonton
1.54,Edmonton
1.68,Edmonton
1.78,Edmonton
1.54,Edmonton
2.24,Edmonton
2.3,Edmonton
1.34,Edmonton
1.46,Edmonton
2.22,Edmonton
2.0,Edmonton
1.9,Edmonton
2.4,Edmonton
2.14,Edmonton
1.63,Edmonton
2.53,Edmonton
2.18,Edmonton
1.32,Edmonton
1.19,Edmonton
2.18,Edmonton
2.13,Edmonton
2.45,Edmonton
2.6,Edmonton
2.71,Edmonton
2.97,Edmonton
3.15,Edmonton
2.94,Edmonton
3.17,Edmonton
3.28,Edmonton
3.38,Edmonton
2.58,Edmonton
2.95,Edmonton
3.36,Edmonton
3.94,Edmonton
3.71,Edmonton
4.21,Edmonton
3.55,Edmonton
3.05,Edmonton
3.47,Edmonton
2.73,Edmonton
2.38,Edmonton
4.09,Edmonton
2.94,Edmonton
3.86,Edmonton
4.2,Edmonton
4.51,Edmonton
4.68,Edmonton
3.69,Edmonton
2.65,Edmonton
3.71,Edmonton
3.17,Edmonton
4.33,Edmonton
4.89,Edmonton
3.79,Edmonton
4.58,Edmonton
4.75,Edmonton
3.71,Edmonton
4.31,Edmonton
2.51,Edmonton
5.34,Edmonton
3.68,Edmonton
4.86,Edmonton
4.25,Edmonton
4.73,Edmonton
2.99,Edmonton
3.48,Edmonton
4.55,Edmonton
2.89,Edmonton
4.09,Edmonton
3.36,Edmonton
1.1,Edmonton
1.28,Edmonton
2.09,Edmonton
3.57,Edmonton
3.2,Edmonton
1.48,Edmonton
4.71,Edmonton
4.35,Edmonton
3.81,Edmonton
2.5,Edmonton
1.5,Edmonton
3.03,Edmonton
2.76,Edmonton
2.24,Edmonton
3.13,Edmonton
4.86,Edmonton
5.15,Edmonton
4.63,Edmonton
5.43,Edmonton
5.43,Edmonton
5.95,Edmonton
6.48,Edmonton
6.17,Edmonton
6.12,Edmonton
4.72,Edmonton
7.6,Edmonton
5.37,Edmonton
4.8,Edmonton
6.7,Edmonton
4.31,Edmonton
1.71,Edmonton
2.51,Edmonton
5.2,Edmonton
5.04,Edmonton
6.28,Edmonton
6.39,Edmonton
5.63,Edmonton
7.02,Edmonton
7.63,Edmonton
6.26,Edmonton
6.59,Edmonton
0.9,Edmonton
5.76,Edmonton
6.14,Edmonton
7.43,Edmonton
8.5,Edmonton
8.28,Edmonton
8.25,Edmonton
6.34,Edmonton
5.93,Edmonton
3.29,Edmonton
7.03,Edmonton
5.22,Edmonton
5.93,Edmonton
8.08,Edmonton
7.96,Edmonton
6.68,Edmonton
1.96,Edmonton
3.09,Edmonton
4.73,Edmonton
7.59,Edmonton
4.72,Edmonton
2.73,Edmonton
5.82,Edmonton
4.92,Edmonton
8.49,Edmonton
6.87,Edmonton
8.11,Edmonton
6.43,Edmonton
8.06,Edmonton
6.12,Edmonton
8.17,Edmonton
7.36,Edmonton
8.13,Edmonton
6.81,Edmonton
6.84,Edmonton
3.78,Edmonton
7.51,Edmonton
6.86,Edmonton
5.39,Edmonton
7.71,Edmonton
7.3,Edmonton
8.46,Edmonton
8.31,Edmonton
7.31,Edmonton
7.81,Edmonton
7.04,Edmonton
5.86,Edmonton
5.57,Edmonton
2.9,Edmonton
4.31,Edmonton
7.28,Edmonton
7.47,Edmonton
6.6,Edmonton
3.71,Edmonton
5.01,Edmonton
5.45,Edmonton
6.88,Edmonton
4.84,Edmonton
3.56,Edmonton
6.89,Edmonton
5.4,Edmonton
2.33,Edmonton
7.37,Edmonton
7.83,Edmonton
6.55,Edmonton
6.96,Edmonton
6.46,Edmonton
6.09,Edmonton
4.58,Edmonton
2.32,Edmonton
6.62,Edmonton
6.68,Edmonton
3.1,Edmonton
3.82,Edmonton
6.72,Edmonton
2.17,Edmonton
6.01,Edmonton
7.1,Edmonton
6.14,Edmonton
6.91,Edmonton
6.72,Edmonton
4.58,Edmonton
4.89,Edmonton
6.21,Edmonton
5.44,Edmonton
6.46,Edmonton
4.86,Edmonton
6.63,Edmonton
4.15,Edmonton
5.38,Edmonton
5.91,Edmonton
5.61,Edmonton
4.19,Edmonton
6.08,Edmonton
6.07,Edmonton
5.73,Edmonton
5.7,Edmonton
5.25,Edmonton
3.65,Edmonton
5.04,Edmonton
3.01,Edmonton
4.27,Edmonton
3.56,Edmonton
5.73,Edmonton
5.56,Edmonton
5.42,Edmonton
5.09,Edmonton
1.7,Edmonton
2.36,Edmonton
5.31,Edmonton
4.87,Edmonton
2.2,Edmonton
1.18,Edmonton
2.88,Edmonton
3.71,Edmonton
4.21,Edmonton
4.67,Edmonton
3.02,Edmonton
1.56,Edmonton
1.15,Edmonton
1.57,Edmonton
1.27,Edmonton
3.01,Edmonton
3.19,Edmonton
3.25,Edmonton
3.51,Edmonton
3.76,Edmonton
4.03,Edmonton
4.01,Edmonton
2.85,Edmonton
0.88,Edmonton
1.62,Edmonton
3.87,Edmonton
3.49,Edmonton
3.58,Edmonton
1.27,Edmonton
1.67,Edmonton
2.28,Edmonton
2.46,Edmonton
1.19,Edmonton
1.0,Edmonton
2.49,Edmonton
1.66,Edmonton
1.42,Edmonton
2.25,Edmonton
2.37,Edmonton
1.08,Edmonton
2.21,Edmonton
2.15,Edmonton
1.32,Edmonton
2.71,Edmonton
2.08,Edmonton
2.43,Edmonton
1.78,Edmonton
0.77,Edmonton
1.62,Edmonton
1.65,Edmonton
1.35,Edmonton
1.17,Edmonton
1.36,Edmonton
0.35,Edmonton
0.74,Edmonton
0.81,Edmonton
0.99,Edmonton
1.38,Edmonton
1.32,Edmonton
2.0,Edmonton
0.83,Edmonton
1.34,Edmonton
1.22,Edmonton
0.96,Edmonton
1.23,Edmonton
0.7,Edmonton
0.58,Edmonton
0.86,Edmonton
0.38,Edmonton
0.8,Edmonton
1.13,Edmonton
0.62,Edmonton
0.69,Edmonton
1.47,Edmonton
0.75,Edmonton
0.79,Edmonton
0.39,Edmonton
0.86,Edmonton
1.05,Edmonton
0.59,Edmonton
0.89,Edmonton
0.95,Edmonton
0.98,Edmonton
1.13,Edmonton
0.79,Edmonton
0.42,Edmonton
1.08,Edmonton
0.64,Edmonton
1.06,Edmonton
0.59,Edmonton
0.97,Edmonton
1.06,Edmonton
0.77,Edmonton
0.96,Edmonton
0.79,Edmonton
0.74,Edmonton
0.91,Edmonton
0.85,Edmonton
0.93,Edmonton
0.93,Edmonton
0.77,Edmonton
0.89,Edmonton
0.72,Edmonton
0.9,Edmonton
0.71,Edmonton
0.82,Edmonton
0.66,Edmonton
0.87,Edmonton
0.89,Edmonton
0.98,Edmonton
0.89,Edmonton
0.96,Edmonton
1.01,Edmonton
0.98,Edmonton
0.98,Edmonton
0.88,Edmonton
0.73,Edmonton
0.88,Edmonton
0.67,Edmonton
0.91,Edmonton
0.73,Edmonton
0.88,Edmonton
0.78,Edmonton
0.53,Edmonton
0.8,Edmonton
0.97,Edmonton
1.07,Edmonton
0.95,Edmonton
0.96,Edmonton
1.02,Edmonton
1.12,Edmonton
1.22,Edmonton
0.97,Edmonton
1.07,Edmonton
1.02,Edmonton
1.01,Edmonton
1.16,Edmonton
1.39,Edmonton
1.17,Edmonton
0.86,Edmonton
0.56,Edmonton
1.12,Edmonton
1.28,Edmonton
0.71,Edmonton
1.15,Edmonton
1.49,Edmonton
1.64,Edmonton
1.57,Edmonton
1.49,Edmonton
1.72,Edmonton
1.57,Edmonton
1.91,Edmonton
1.55,Edmonton
1.53,Edmonton
2.13,Edmonton
1.7,Edmonton
2.16,Edmonton
2.13,Edmonton
1.35,Edmonton
1.99,Edmonton
2.57,Edmonton
1.73,Edmonton
2.23,Edmonton
2.07,Edmonton
2.25,Edmonton
2.56,Edmonton
2.82,Edmonton
2.86,Edmonton
2.23,Edmonton
2.24,Edmonton
2.47,Edmonton
2.7,Edmonton
2.91,Edmonton
3.27,Edmonton
2.83,Edmonton
2.16,Edmonton
1.62,Edmonton
2.92,Edmonton
3.36,Edmonton
3.63,Edmonton
3.65,Edmonton
3.33,Edmonton
2.33,Edmonton
3.91,Edmonton
3.97,Edmonton
4.2,Edmonton
4.12,Edmonton
4.0,Edmonton
3.22,Edmonton
3.57,Edmonton
2.06,Edmonton
2.84,Edmonton
3.65,Edmonton
4.57,Edmonton
4.17,Edmonton
3.36,Edmonton
3.61,Edmonton
4.39,Edmonton
4.12,Edmonton
4.8,Edmonton
3.06,Edmonton
4.84,Edmonton
5.24,Edmonton
4.46,Edmonton
5.59,Edmonton
5.49,Edmonton
5.74,Edmonton
5.35,Edmonton
4.97,Edmonton
5.89,Edmonton
5.35,Edmonton
4.49,Edmonton
5.08,Edmonton
4.95,Edmonton
4.31,Edmonton
2.95,Edmonton
2.01,Edmonton
4.4,Edmonton
5.38,Edmonton
5.0,Edmonton
2.55,Edmonton
3.85,Edmonton
6.4,Edmonton
6.24,Edmonton
5.96,Edmonton
2.49,Edmonton
5.1,Edmonton
6.85,Edmonton
5.03,Edmonton
6.68,Edmonton
6.93,Edmonton
6.75,Edmonton
6.45,Edmonton
3.17,Edmonton
7.09,Edmonton
4.79,Edmonton
5.21,Edmonton
6.02,Edmonton
5.84,Edmonton
7.13,Edmonton
7.15,Edmonton
6.91,Edmonton
6.5,Edmonton
5.27,Edmonton
2.45,Edmonton
7.34,Edmonton
7.49,Edmonton
7.69,Edmonton
7.15,Edmonton
7.61,Edmonton
6.21,Edmonton
4.39,Edmonton
6.76,Edmonton
8.29,Edmonton
7.94,Edmonton
7.03,Edmonton
7.55,Edmonton
7.63,Edmonton
5.04,Edmonton
7.7,Edmonton
7.79,Edmonton
7.62,Edmonton
8.07,Edmonton
5.87,Edmonton
1.71,Edmonton
3.95,Edmonton
2.64,Edmonton
7.23,Edmonton
7.14,Edmonton
6.19,Edmonton
7.03,Edmonton
7.68,Edmonton
7.15,Edmonton
6.9,Edmonton
4.56,Edmonton
2.03,Edmonton
3.25,Edmonton
5.61,Edmonton
6.5,Edmonton
7.17,Edmonton
6.22,Edmonton
7.35,Edmonton
8.59,Edmonton
8.65,Edmonton
8.63,Edmonton
8.4,Edmonton
7.53,Edmonton
5.86,Edmonton
5.27,Edmonton
7.84,Edmonton
6.7,Edmonton
4.39,Edmonton
7.75,Edmonton
7.41,Edmonton
6.65,Edmonton
5.43,Edmonton
7.54,Edmonton
5.25,Edmonton
4.68,Edmonton
5.62,Edmonton
7.5,Edmonton
7.46,Edmonton
5.97,Edmonton
6.79,Edmonton
7.76,Edmonton
3.03,Edmonton
7.72,Edmonton
7.33,Edmonton
4.95,Edmonton
5.29,Edmonton
7.66,Edmonton
7.75,Edmonton
7.9,Edmonton
5.46,Edmonton
6.58,Edmonton
5.36,Edmonton
6.44,Edmonton
5.89,Edmonton
5.04,Edmonton
4.53,Edmonton
6.04,Edmonton
5.98,Edmonton
7.03,Edmonton
7.16,Edmonton
6.9,Edmonton
6.52,Edmonton
6.07,Edmonton
5.92,Edmonton
5.88,Edmonton
3.01,Edmonton
2.78,Edmonton
6.4,Edmonton
6.62,Edmonton
5.62,Edmonton
6.63,Edmonton
6.43,Edmonton
6.25,Edmonton
3.42,Edmonton
1.0,Edmonton
6.18,Edmonton
5.58,Edmonton
5.27,Edmonton
5.46,Edmonton
5.7,Edmonton
6.22,Edmonton
5.84,Edmonton
5.65,Edmonton
5.64,Edmonton
4.77,Edmonton
2.8,Edmonton
2.1,Edmonton
4.52,Edmonton
3.41,Edmonton
3.43,Edmonton
4.8,Edmonton
2.16,Edmonton
3.92,Edmonton
4.64,Edmonton
3.6,Edmonton
5.05,Edmonton
2.55,Edmonton
3.98,Edmonton
5.18,Edmonton
4.48,Edmonton
4.92,Edmonton
1.38,Edmonton
2.46,Edmonton
0.99,Edmonton
2.81,Edmonton
1.36,Edmonton
1.28,Edmonton
2.01,Edmonton
0.75,Edmonton
0.85,Edmonton
1.7,Edmonton
2.69,Edmonton
4.2,Edmonton
2.72,Edmonton
1.47,Edmonton
1.53,Edmonton
3.17,Edmonton
2.18,Edmonton
3.81,Edmonton
1.49,Edmonton
3.43,Edmonton
1.87,Edmonton
1.88,Edmonton
2.69,Edmonton
1.66,Edmonton
2.74,Edmonton
3.41,Edmonton
3.14,Edmonton
3.32,Edmonton
2.18,Edmonton
1.83,Edmonton
0.7,Edmonton
1.22,Edmonton
0.67,Edmonton
2.09,Edmonton
0.64,Edmonton
1.47,Edmonton
2.49,Edmonton
1.83,Edmonton
2.83,Edmonton
2.84,Edmonton
2.06,Edmonton
2.75,Edmonton
2.47,Edmonton
2.77,Edmonton
2.64,Edmonton
2.61,Edmonton
2.17,Edmonton
2.24,Edmonton
2.01,Edmonton
2.2,Edmonton
0.85,Edmonton
1.49,Edmonton
1.13,Edmonton
1.26,Edmonton
0.64,Edmonton
0.48,Edmonton
1.08,Edmonton
0.42,Edmonton
0.62,Edmonton
0.76,Edmonton
1.01,Edmonton
1.04,Edmonton
0.41,Edmonton
0.93,Edmonton
1.08,Edmonton
0.95,Edmonton
1.26,Edmonton
1.23,Edmonton
0.63,Edmonton
0.86,Edmonton
1.15,Edmonton
0.69,Edmonton
0.72,Edmonton
0.85,Edmonton
0.93,Edmonton
0.66,Edmonton
0.7,Edmonton
0.67,Edmonton
1.01,Edmonton
0.51,Edmonton
0.31,Edmonton
1.11,Edmonton
0.83,Edmonton
0.84,Edmonton
0.53,Edmonton
0.28,Edmonton
0.62,Edmonton
0.59,Edmonton
0.6,Edmonton
0.85,Edmonton
0.85,Edmonton
0.93,Edmonton
0.91,Edmonton
0.48,Edmonton
0.66,Edmonton
0.82,Edmonton
0.76,Edmonton
0.48,Edmonton
0.83,Edmonton
0.65,Edmonton
0.64,Edmonton
0.89,Edmonton
0.74,Edmonton
0.32,Edmonton
0.47,Edmonton
0.88,Edmonton
0.64,Edmonton
0.64,Edmonton
0.63,Edmonton
0.63,Edmonton
0.54,Edmonton
0.56,Edmonton
0.47,Edmonton
0.63,Edmonton
0.78,Edmonton
0.66,Edmonton
0.78,Edmonton
0.59,Edmonton
0.53,Edmonton
0.55,Edmonton
0.38,Edmonton
0.63,Edmonton
0.99,Edmonton
0.87,Edmonton
0.82,Edmonton
0.84,Edmonton
1.0,Edmonton
0.96,Edmonton
0.86,Edmonton
0.73,Edmonton
0.51,Edmonton
0.9,Edmonton
0.83,Edmonton
0.82,Edmonton
1.07,Edmonton
0.84,Edmonton
0.81,Edmonton
0.96,Edmonton
1.01,Edmonton
0.99,Edmonton
0.93,Edmonton
1.12,Edmonton
0.73,Edmonton
1.41,Edmonton
0.85,Edmonton
1.06,Edmonton
0.78,Edmonton
1.27,Edmonton
1.44,Edmonton
1.4,Edmonton
1.63,Edmonton
1.58,Edmonton
1.79,Edmonton
2.0,Edmonton
1.85,Edmonton
1.98,Edmonton
1.56,Edmonton
2.11,Edmonton
2.21,Edmonton
2.41,Edmonton
1.81,Edmonton
2.16,Edmonton
2.0,Edmonton
2.75,Edmonton
1.95,Edmonton
1.61,Edmonton
2.74,Edmonton
2.28,Edmonton
2.24,Edmonton
2.91,Edmonton
3.22,Edmonton
2.91,Edmonton
2.79,Edmonton
3.07,Edmonton
3.25,Edmonton
3.53,Edmonton
3.48,Edmonton
3.51,Edmonton
3.54,Edmonton
3.63,Edmonton
3.31,Edmonton
2.33,Edmonton
3.81,Edmonton
3.85,Edmonton
3.34,Edmonton
3.53,Edmonton
4.09,Edmonton
4.17,Edmonton
4.35,Edmonton
4.4,Edmonton
4.26,Edmonton
4.35,Edmonton
4.36,Edmonton
4.15,Edmonton
4.13,Edmonton
4.19,Edmonton
3.75,Edmonton
3.13,Edmonton
2.73,Edmonton
2.67,Edmonton
3.77,Edmonton
4.63,Edmonton
4.62,Edmonton
4.85,Edmonton
4.22,Edmonton
3.83,Edmonton
4.5,Edmonton
4.17,Edmonton
3.43,Edmonton
4.44,Edmonton
1.53,Edmonton
5.56,Edmonton
5.97,Edmonton
5.32,Edmonton
3.65,Edmonton
3.61,Edmonton
4.53,Edmonton
5.31,Edmonton
3.74,Edmonton
3.55,Edmonton
5.27,Edmonton
5.13,Edmonton
3.75,Edmonton
4.43,Edmonton
5.65,Edmonton
5.72,Edmonton
5.24,Edmonton
6.24,Edmonton
4.5,Edmonton
6.24,Edmonton
5.33,Edmonton
2.94,Edmonton
5.23,Edmonton
5.18,Edmonton
4.29,Edmonton
4.4,Edmonton
5.58,Edmonton
3.25,Edmonton
6.62,Edmonton
5.76,Edmonton
4.46,Edmonton
3.95,Edmonton
5.47,Edmonton
5.44,Edmonton
5.99,Edmonton
7.29,Edmonton
7.68,Edmonton
7.21,Edmonton
4.23,Edmonton
1.94,Edmonton
5.38,Edmonton
7.24,Edmonton
6.49,Edmonton
8.34,Edmonton
7.32,Edmonton
6.67,Edmonton
5.97,Edmonton
3.52,Edmonton
3.7,Edmonton
6.37,Edmonton
8.11,Edmonton
7.51,Edmonton
7.48,Edmonton
8.1,Edmonton
4.93,Edmonton
5.81,Edmonton
6.05,Edmonton
5.07,Edmonton
5.86,Edmonton
5.01,Edmonton
5.93,Edmonton
3.38,Edmonton
1.09,Edmonton
6.01,Edmonton
6.55,Edmonton
5.85,Edmonton
7.35,Edmonton
7.72,Edmonton
6.06,Edmonton
5.85,Edmonton
6.01,Edmonton
7.6,Edmonton
8.07,Edmonton
5.66,Edmonton
1.24,Edmonton
3.08,Edmonton
4.58,Edmonton
6.64,Edmonton
6.16,Edmonton
3.61,Edmonton
4.6,Edmonton
5.53,Edmonton
3.73,Edmonton
6.56,Edmonton
6.29,Edmonton
7.41,Edmonton
3.47,Edmonton
5.49,Edmonton
5.03,Edmonton
5.49,Edmonton
4.54,Edmonton
3.39,Edmonton
3.96,Edmonton
5.62,Edmonton
3.02,Edmonton
3.65,Edmonton
4.79,Edmonton
7.64,Edmonton
6.63,Edmonton
6.3,Edmonton
6.1,Edmonton
5.26,Edmonton
7.02,Edmonton
2.75,Edmonton
3.33,Edmonton
5.86,Edmonton
